EDADHOM,EDADMUJ,DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,PUEHOM,PUEMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOMUJ,CIUOHOM,AÑOOCU
25,20,14,1413,1,2016,27,1,14,1413,1,1,320,320,4,3,97,31,2016
26,21,1,101,1,2016,12,1,1,101,4,4,320,320,4,4,23,43,2016
35,32,19,1902,1,2016,24,1,19,1902,9,4,320,320,9,4,35,921,2016
48,49,5,504,1,2016,28,1,5,502,4,4,320,320,2,1,97,921,2016
23,36,1,101,1,2016,12,1,1,101,4,4,320,320,4,3,32,43,2016
28,28,16,1609,1,2016,9,1,16,1609,4,4,320,320,4,5,97,97,2016
22,25,5,507,1,2016,23,1,5,507,4,4,320,320,2,2,97,921,2016
24,23,1,116,1,2016,24,1,1,116,4,4,320,320,4,3,97,81,2016
29,23,10,1018,1,2016,23,1,10,1001,4,4,320,320,4,4,34,43,2016
26,21,5,502,1,2016,2,1,5,502,1,4,320,320,4,2,97,31,2016
20,23,21,2103,1,2016,23,1,21,2103,1,1,320,320,3,4,34,921,2016
26,19,13,1326,1,2016,23,1,13,1326,4,4,320,320,4,4,97,34,2016
45,32,22,2217,1,2016,16,1,22,2202,4,4,320,320,2,3,97,921,2016
35,24,12,1201,1,2016,9,1,12,1201,1,4,320,320,2,4,23,83,2016
24,22,6,608,1,2016,18,1,1,115,4,4,320,320,3,4,43,75,2016
52,20,21,2107,1,2016,28,1,21,2107,4,4,320,320,1,4,97,921,2016
30,25,1,101,1,2016,17,1,1,108,4,4,320,320,4,5,24,35,2016
23,34,1,106,1,2016,10,1,1,106,4,4,320,320,4,4,51,35,2016
28,24,1,111,1,2016,15,1,1,111,1,1,320,320,4,2,97,23,2016
23,21,1,111,1,2016,16,1,1,111,4,4,320,320,4,3,97,31,2016
21,21,1,111,1,2016,23,1,1,111,1,1,320,320,4,4,97,97,2016
30,32,1,111,1,2016,21,1,1,111,5,1,320,320,3,4,97,71,2016
24,25,1,107,1,2016,16,1,1,107,4,1,320,320,4,4,23,31,2016
26,22,12,1223,1,2016,5,1,12,1223,1,1,320,320,2,2,97,921,2016
59,56,1,101,1,2016,16,1,1,110,1,4,320,320,3,2,97,52,2016
49,42,12,1217,1,2016,22,1,12,1217,4,4,320,320,2,2,97,52,2016
23,25,1,101,1,2016,23,1,1,106,4,1,320,320,4,2,97,97,2016
25,32,5,507,1,2016,28,1,5,507,4,4,320,320,2,2,97,921,2016
36,24,1,107,1,2016,24,1,1,107,1,9,320,320,1,1,97,921,2016
23,18,11,1101,1,2016,23,1,11,1101,4,4,320,320,2,2,97,97,2016
21,22,1,101,1,2016,23,1,1,101,4,4,320,320,4,4,97,97,2016
21,20,1,101,1,2016,16,1,1,108,4,1,320,320,4,4,97,97,2016
26,21,3,310,1,2016,23,1,3,310,4,4,320,320,4,4,97,26,2016
60,66,20,2001,1,2016,27,1,20,2001,4,4,320,320,3,2,97,74,2016
26,26,20,2001,1,2016,20,1,20,2001,4,4,320,320,4,4,23,34,2016
37,35,16,1607,1,2016,21,1,16,1607,1,1,320,320,1,1,97,921,2016
40,46,1,1202,1,2016,24,1,1,108,4,4,320,320,3,5,24,34,2016
22,31,14,1403,1,2016,11,1,14,1403,1,1,320,320,1,1,97,921,2016
66,66,6,602,1,2016,2,1,6,602,4,4,320,320,2,1,97,541,2016
25,21,6,602,1,2016,2,1,6,602,4,4,320,320,4,4,34,99,2016
22,21,6,602,1,2016,9,1,6,602,4,4,320,320,3,4,97,97,2016
25,20,2,201,1,2016,28,1,2,201,4,4,320,320,5,5,97,97,2016
28,21,5,1312,1,2016,8,1,5,1312,4,4,320,320,2,2,97,921,2016
20,19,6,602,1,2016,10,1,6,602,4,4,320,320,4,3,97,35,2016
33,41,6,602,1,2016,10,1,6,602,4,4,320,320,3,2,97,921,2016
41,35,14,1403,1,2016,29,1,14,1403,1,1,320,320,2,3,97,921,2016
23,19,1,101,1,2016,21,1,1,101,4,4,320,320,3,4,97,31,2016
25,26,21,2105,1,2016,12,1,21,2105,1,4,320,320,1,4,33,921,2016
26,18,19,1910,1,2016,25,1,19,1910,4,4,320,320,3,4,97,97,2016
60,35,13,1327,1,2016,25,1,13,1327,5,1,320,320,2,2,97,71,2016
42,35,12,1223,1,2016,12,1,12,1223,1,1,320,320,1,2,97,921,2016
20,21,9,909,1,2016,21,1,9,909,1,1,320,320,2,3,97,921,2016
34,27,1,101,1,2016,13,1,1,101,4,4,320,320,2,2,97,71,2016
51,44,12,1217,1,2016,16,1,9,101,4,4,320,320,4,2,97,43,2016
65,64,12,1217,1,2016,23,1,12,1218,4,4,320,320,1,1,97,921,2016
21,25,1,110,1,2016,22,1,1,110,1,1,320,320,4,2,97,97,2016
31,24,1,101,1,2016,13,1,1,101,4,9,320,320,2,4,33,99,2016
24,21,5,507,1,2016,23,1,5,507,4,4,320,320,2,3,97,921,2016
27,24,1,101,1,2016,13,1,1,101,4,4,320,320,4,4,43,43,2016
27,22,17,1704,1,2016,23,1,17,1704,4,4,320,320,2,2,97,921,2016
31,28,20,2009,1,2016,18,1,20,2009,4,4,320,320,2,2,97,921,2016
26,27,1,101,1,2016,13,1,1,101,4,4,320,320,2,1,97,81,2016
26,19,17,1704,1,2016,23,1,17,1704,1,4,320,320,2,3,97,921,2016
32,29,9,909,1,2016,27,1,9,909,1,1,320,320,2,4,97,71,2016
22,21,5,1702,1,2016,27,1,5,1702,4,4,320,320,3,4,97,97,2016
22,21,17,1704,1,2016,23,1,17,1704,4,4,320,320,2,2,97,921,2016
32,26,19,1910,1,2016,29,1,19,1910,4,4,320,320,2,2,97,921,2016
46,44,1,101,1,2016,13,1,1,101,9,4,320,320,1,3,97,83,2016
24,22,9,901,1,2016,21,1,9,901,4,4,320,320,2,4,43,52,2016
27,27,1,101,1,2016,13,1,1,101,4,4,320,320,4,3,97,99,2016
47,52,13,1314,1,2016,29,1,13,1314,1,1,320,320,1,1,97,921,2016
41,33,12,1215,1,2016,25,1,12,1215,1,1,320,320,2,1,97,921,2016
27,31,9,901,1,2016,26,1,9,901,1,1,320,320,4,1,97,99,2016
23,21,1,110,1,2016,24,1,1,110,1,1,320,320,2,2,97,921,2016
33,24,17,1701,1,2016,28,1,17,1703,4,4,320,320,2,2,97,52,2016
23,25,22,2217,1,2016,28,1,22,2217,4,4,320,320,3,2,97,921,2016
23,22,14,1415,1,2016,29,1,14,1415,1,1,320,320,2,4,97,921,2016
20,30,10,1009,1,2016,19,1,10,1009,1,1,320,320,4,2,52,72,2016
68,61,1,101,1,2016,13,1,1,101,4,4,320,320,2,2,97,83,2016
28,20,5,1702,1,2016,23,1,5,1702,4,4,320,320,4,4,43,23,2016
18,27,12,1225,1,2016,8,1,12,1225,4,4,320,320,3,4,34,921,2016
62,40,12,1215,1,2016,25,1,12,1215,4,1,320,320,1,1,97,921,2016
43,47,16,1609,1,2016,27,1,16,1609,1,1,320,320,1,1,97,921,2016
28,19,17,1704,1,2016,23,1,17,1704,4,4,320,320,1,2,97,921,2016
38,22,1,101,1,2016,13,1,1,101,4,4,320,320,2,3,99,83,2016
25,20,20,2004,1,2016,22,1,20,2004,1,4,320,320,3,2,97,97,2016
32,29,17,1704,1,2016,23,1,17,1704,4,4,320,320,2,2,97,921,2016
51,46,1,101,1,2016,9,1,1,101,4,4,320,320,3,3,52,96,2016
22,22,4,402,1,2016,23,1,4,402,1,1,320,320,4,4,23,35,2016
20,20,1,101,1,2016,9,1,1,115,4,4,320,320,4,4,33,43,2016
49,48,12,1224,1,2016,8,1,12,1224,4,4,320,320,2,2,97,921,2016
50,37,4,412,1,2016,13,1,4,412,9,9,320,320,3,1,97,75,2016
18,22,14,1405,1,2016,29,1,14,1405,1,1,320,320,2,2,97,921,2016
31,28,1,101,1,2016,16,1,1,101,4,4,320,320,5,4,23,25,2016
54,43,1,101,1,2016,13,1,1,101,4,4,320,320,2,4,97,83,2016
44,36,1,101,1,2016,16,1,1,101,4,4,320,320,4,4,43,43,2016
27,27,4,406,1,2016,23,1,4,406,1,4,320,320,4,4,34,34,2016
28,23,20,2009,1,2016,22,1,20,2009,4,4,320,320,3,4,23,921,2016
22,23,17,1712,1,2016,13,1,17,1712,4,4,320,320,5,4,43,23,2016
22,18,5,507,1,2016,12,1,5,507,4,4,320,320,2,2,97,921,2016
24,23,12,1201,1,2016,29,1,12,1201,4,4,320,320,2,2,97,72,2016
36,39,17,1704,1,2016,23,1,17,1704,4,4,320,320,2,1,97,921,2016
45,30,17,1704,1,2016,23,1,17,1704,4,4,320,320,1,1,97,921,2016
26,20,17,1704,1,2016,25,1,17,1704,4,4,320,320,1,1,97,921,2016
32,35,14,1415,1,2016,29,1,14,1415,1,1,320,320,4,1,97,23,2016
28,33,13,1312,1,2016,8,1,13,1312,4,4,320,320,2,2,97,921,2016
27,27,20,2009,1,2016,22,1,20,2009,1,4,320,320,1,2,97,921,2016
28,23,7,710,1,2016,29,1,7,710,1,1,320,320,4,3,97,34,2016
29,29,1,101,1,2016,13,1,1,101,4,4,320,320,4,4,52,52,2016
27,22,1,115,1,2016,23,1,1,115,4,4,320,320,4,4,43,81,2016
36,33,13,1312,1,2016,8,1,13,1312,1,1,320,320,2,4,97,921,2016
27,24,3,303,1,2016,9,1,3,303,9,4,320,320,4,4,99,43,2016
45,42,11,1106,1,2016,26,1,11,1106,4,4,320,320,2,2,97,921,2016
34,32,11,1106,1,2016,25,1,11,1106,4,1,320,320,3,1,99,99,2016
49,45,11,1106,1,2016,25,1,11,1106,4,4,320,320,2,1,97,921,2016
23,23,22,2214,1,2016,29,1,22,2214,4,4,320,320,2,3,97,921,2016
27,19,20,2009,1,2016,23,1,20,2009,4,4,320,840,4,4,97,97,2016
33,19,10,1021,1,2016,26,1,10,1021,4,4,320,320,3,4,97,52,2016
31,23,8,801,1,2016,16,1,8,801,4,4,320,320,5,4,97,21,2016
38,33,19,1904,1,2016,14,1,19,1904,4,4,320,320,1,2,97,921,2016
35,35,8,801,1,2016,17,1,8,801,1,1,320,320,4,4,23,83,2016
24,23,7,707,1,2016,8,1,7,707,1,1,320,320,2,2,97,921,2016
23,21,8,801,1,2016,22,1,8,801,1,1,320,320,4,2,97,71,2016
28,22,18,1801,1,2016,9,1,18,1801,4,4,320,320,4,4,97,97,2016
23,25,7,707,1,2016,9,1,7,707,1,1,320,320,2,2,97,921,2016
38,56,19,1904,1,2016,14,1,19,1904,4,4,320,320,1,4,97,921,2016
35,33,8,801,1,2016,24,1,9,914,1,1,320,320,3,5,23,71,2016
26,19,18,1801,1,2016,22,1,18,1801,4,4,320,320,2,2,97,921,2016
18,21,4,402,1,2016,9,1,4,402,1,1,320,320,2,2,97,921,2016
34,30,5,1312,1,2016,16,1,5,1312,4,4,320,320,4,4,43,97,2016
49,46,6,606,1,2016,28,1,6,606,4,4,320,320,2,2,97,921,2016
70,64,6,606,1,2016,8,1,6,606,4,4,320,320,1,1,97,921,2016
19,18,6,606,1,2016,9,1,6,606,1,1,320,320,3,4,97,52,2016
80,75,6,606,1,2016,6,1,6,606,4,4,320,320,1,1,97,921,2016
23,24,17,1701,1,2016,29,1,17,1701,4,1,320,320,2,2,97,97,2016
26,40,4,401,1,2016,29,1,4,401,1,1,320,320,3,2,97,31,2016
24,24,8,803,1,2016,16,1,8,803,1,1,320,320,2,1,97,71,2016
57,50,17,1701,1,2016,29,1,17,1701,4,4,320,320,2,1,97,921,2016
24,32,13,1315,1,2016,29,1,13,1315,1,1,320,320,1,2,97,921,2016
31,26,6,608,1,2016,23,1,6,611,4,4,320,320,2,4,23,921,2016
26,22,8,805,1,2016,9,1,8,805,1,1,320,320,2,2,97,52,2016
24,22,3,306,1,2016,16,1,3,306,1,1,320,320,2,2,97,97,2016
24,23,22,2207,1,2016,29,1,22,2207,9,4,320,320,4,4,23,97,2016
32,32,22,2201,1,2016,18,1,22,2201,4,4,320,320,4,4,97,921,2016
59,57,17,1701,1,2016,11,1,17,1701,4,4,320,320,2,3,32,921,2016
19,25,19,1910,1,2016,28,1,19,1910,4,4,320,320,2,2,97,921,2016
22,23,10,1009,1,2016,27,1,10,1009,1,4,320,320,4,2,97,97,2016
37,29,17,1703,1,2016,21,1,17,1703,4,4,320,320,5,2,97,24,2016
19,21,7,709,1,2016,25,1,7,709,1,1,320,320,2,2,97,921,2016
33,26,20,2007,1,2016,20,1,20,2007,4,4,320,320,2,4,97,74,2016
35,33,13,1305,1,2016,27,1,13,1305,1,1,320,320,2,1,97,921,2016
20,22,10,1002,1,2016,23,1,10,1002,4,4,320,320,4,3,97,97,2016
22,25,22,2201,1,2016,18,1,22,2201,4,1,320,320,2,2,97,921,2016
19,19,13,1308,1,2016,21,1,13,1308,9,1,320,320,1,2,97,52,2016
27,23,22,2201,1,2016,18,1,22,2201,1,4,320,320,3,2,97,97,2016
19,20,10,1009,1,2016,29,1,10,1009,1,1,320,320,1,1,97,921,2016
36,33,4,406,1,2016,16,1,4,406,1,1,320,320,1,2,97,72,2016
31,33,3,304,1,2016,8,1,3,304,1,1,320,320,4,4,41,31,2016
37,31,3,304,1,2016,9,1,3,304,1,1,320,320,4,2,97,97,2016
33,31,3,304,1,2016,9,1,3,304,1,1,320,320,4,2,97,35,2016
26,25,3,304,1,2016,9,1,3,304,1,1,320,320,4,4,97,33,2016
43,45,3,304,1,2016,9,1,3,304,4,4,320,320,5,4,23,23,2016
29,29,3,304,1,2016,8,1,3,304,1,1,320,320,1,2,97,921,2016
25,24,3,304,1,2016,8,1,3,304,1,1,320,320,2,2,97,921,2016
33,35,3,304,1,2016,8,1,3,304,1,1,320,320,2,2,97,921,2016
24,21,3,304,1,2016,16,1,3,304,1,1,320,320,4,3,97,97,2016
43,40,3,304,1,2016,8,1,3,304,1,1,320,320,2,1,97,921,2016
31,29,3,304,1,2016,16,1,3,304,1,1,320,320,2,1,97,921,2016
28,22,1,101,1,2016,1,1,1,101,4,4,320,320,3,4,97,97,2016
50,46,1,101,1,2016,2,1,1,101,4,4,320,320,4,5,52,52,2016
22,24,1,101,1,2016,1,1,3,308,4,4,320,320,3,3,97,97,2016
29,19,12,1220,2,2016,9,1,12,1214,4,4,320,320,4,2,97,23,2016
23,24,14,1404,2,2016,21,1,14,1404,1,1,320,320,2,2,97,310,2016
25,21,12,1220,2,2016,30,1,9,920,4,4,320,320,4,3,97,97,2016
60,51,13,1304,2,2016,26,1,13,1304,4,4,320,320,2,1,97,921,2016
46,26,14,1408,2,2016,2,1,14,1408,1,1,320,320,1,1,97,921,2016
29,18,16,1617,2,2016,21,1,16,1617,1,5,320,320,4,4,41,34,2016
24,24,14,1401,2,2016,21,1,14,1401,1,1,320,320,2,2,97,921,2016
23,20,1,101,2,2016,13,1,1,101,4,4,320,320,4,4,97,99,2016
38,19,1,101,2,2016,24,1,1,101,4,4,320,320,2,2,97,921,2016
24,19,16,1601,2,2016,8,1,16,1601,1,1,320,320,3,2,97,921,2016
44,36,1,101,2,2016,24,1,1,101,1,1,320,320,2,2,97,83,2016
29,24,1,101,2,2016,14,1,1,101,4,1,320,320,3,3,97,75,2016
25,20,14,1408,2,2016,6,1,14,1408,1,1,320,320,1,1,97,52,2016
22,26,14,1401,2,2016,11,1,14,1401,1,1,320,320,2,3,97,52,2016
34,35,1,101,2,2016,23,1,1,101,4,4,320,320,4,5,26,99,2016
36,21,1,101,2,2016,14,1,1,101,4,4,320,320,2,2,97,83,2016
50,46,12,1201,2,2016,29,1,12,1201,4,4,320,320,2,2,97,921,2016
28,29,6,604,2,2016,28,1,6,604,4,4,320,320,4,4,97,72,2016
34,30,11,1108,2,2016,7,1,11,1108,9,4,320,320,2,2,97,71,2016
30,24,1,101,2,2016,14,1,1,101,4,4,320,320,2,4,34,96,2016
29,22,5,501,2,2016,8,1,5,501,4,4,320,320,4,4,97,72,2016
27,18,1,101,2,2016,14,1,1,101,4,5,320,320,4,4,97,52,2016
30,30,6,607,2,2016,14,1,6,607,4,4,320,320,3,2,97,921,2016
27,25,13,1308,2,2016,21,1,13,1308,1,1,320,320,2,2,97,52,2016
24,20,14,1401,2,2016,20,1,14,1401,1,1,320,320,2,3,97,921,2016
39,35,1,101,2,2016,9,1,1,101,4,4,320,320,5,5,22,25,2016
64,43,10,1003,2,2016,27,1,10,1001,4,4,320,320,4,4,32,31,2016
29,33,1,101,2,2016,14,1,1,101,4,4,320,320,4,3,97,310,2016
31,22,20,2006,2,2016,1,2,20,2006,1,1,320,320,1,2,97,921,2016
27,22,1,101,2,2016,14,1,1,101,4,4,320,320,4,4,43,74,2016
24,24,12,1228,2,2016,27,1,12,1228,1,1,320,320,2,2,97,921,2016
23,22,14,1401,2,2016,22,1,14,1401,1,1,320,320,2,3,97,52,2016
30,30,1,101,2,2016,14,1,1,101,1,1,320,320,2,1,97,81,2016
29,26,8,804,2,2016,9,1,8,804,1,1,320,320,5,4,23,21,2016
33,24,20,2001,2,2016,26,1,20,2001,4,4,320,320,3,4,97,52,2016
57,57,9,924,2,2016,28,1,9,924,1,1,320,320,2,1,97,921,2016
27,25,1,115,2,2016,30,1,1,115,4,4,320,320,3,2,97,81,2016
39,40,9,924,2,2016,28,1,9,924,1,1,320,320,1,1,97,921,2016
25,26,9,924,2,2016,28,1,9,924,9,1,320,320,3,2,97,921,2016
31,31,1,101,2,2016,19,1,1,101,4,4,320,320,5,5,26,25,2016
49,42,22,2207,2,2016,1,2,22,2207,4,4,320,320,4,1,97,921,2016
23,30,9,901,2,2016,20,1,9,901,4,4,320,320,2,4,23,97,2016
79,77,9,924,2,2016,1,2,9,924,4,4,320,320,2,2,97,921,2016
27,28,1,101,2,2016,14,1,1,101,4,4,320,320,2,4,32,96,2016
67,28,20,2001,2,2016,28,1,20,2001,4,4,320,320,2,1,97,921,2016
34,23,20,2001,2,2016,29,1,20,2001,4,4,320,320,2,2,99,921,2016
38,35,9,924,2,2016,21,1,9,924,1,1,320,320,2,1,97,921,2016
33,33,1,101,2,2016,9,1,1,101,4,4,320,320,4,4,97,97,2016
23,20,11,1106,2,2016,27,1,11,1106,4,4,320,320,2,2,97,921,2016
26,22,14,1409,2,2016,25,1,14,1409,1,1,320,320,2,2,52,921,2016
25,22,5,1702,2,2016,29,1,5,1702,4,4,320,320,3,3,97,97,2016
32,24,5,507,2,2016,25,1,5,507,4,4,320,320,1,2,97,921,2016
30,32,6,602,2,2016,18,1,6,602,4,4,320,320,5,9,22,22,2016
59,53,14,1418,2,2016,19,1,14,1418,4,9,320,320,2,2,97,921,2016
28,26,12,1229,2,2016,16,1,12,1229,1,1,320,320,4,4,34,23,2016
24,21,1,101,2,2016,14,1,1,101,4,4,320,320,4,3,97,72,2016
31,33,9,920,2,2016,23,1,9,920,4,4,320,320,4,5,21,35,2016
22,19,1,105,2,2016,15,1,1,105,4,4,320,320,2,2,97,921,2016
32,23,9,920,2,2016,25,1,9,920,4,4,320,320,2,2,97,921,2016
34,32,1,101,2,2016,9,1,1,101,4,4,320,320,2,4,97,97,2016
22,20,1,105,2,2016,16,1,1,105,4,4,320,320,2,2,97,921,2016
27,28,9,920,2,2016,28,1,9,920,4,4,320,320,2,2,97,51,2016
30,22,12,1229,2,2016,18,1,12,1229,1,4,320,320,4,4,31,33,2016
24,25,9,920,2,2016,28,1,9,920,4,4,320,320,2,2,97,921,2016
19,25,7,705,2,2016,30,1,7,705,1,1,320,320,4,4,35,23,2016
21,24,10,1008,2,2016,31,1,10,1008,1,1,320,320,4,4,41,35,2016
22,18,14,1401,2,2016,22,1,14,1401,4,1,320,320,4,4,97,97,2016
21,19,14,1401,2,2016,23,1,14,1401,1,1,320,320,2,4,97,52,2016
29,28,3,303,2,2016,17,1,3,303,4,4,320,320,4,4,99,31,2016
22,23,7,717,2,2016,30,1,7,717,1,1,320,320,4,4,43,34,2016
23,27,1,101,2,2016,14,1,1,101,4,4,320,320,2,2,97,541,2016
60,47,10,1002,2,2016,30,1,10,1002,4,4,320,320,3,3,97,83,2016
64,56,20,2002,2,2016,21,1,20,2002,4,4,320,320,1,1,97,921,2016
19,19,20,2002,2,2016,26,1,20,2002,4,4,320,320,4,3,97,97,2016
35,35,20,2002,2,2016,26,1,20,2002,9,4,320,320,2,2,97,71,2016
21,22,20,2002,2,2016,29,1,20,2002,4,4,320,320,4,4,97,97,2016
21,19,14,1413,2,2016,29,1,14,1413,1,1,320,320,2,2,97,921,2016
28,37,4,407,2,2016,31,1,4,406,1,4,320,320,3,5,96,52,2016
21,20,20,2002,2,2016,31,1,20,2002,4,4,320,320,4,4,97,23,2016
39,37,1,103,2,2016,29,1,1,103,4,4,320,320,3,2,97,32,2016
55,39,13,1304,2,2016,29,1,13,1304,4,1,320,320,1,1,97,921,2016
28,35,5,501,2,2016,31,1,5,501,4,4,320,320,2,4,23,541,2016
36,31,14,1409,2,2016,27,1,14,1409,1,1,320,320,1,1,97,921,2016
27,23,16,1611,2,2016,7,1,16,1611,1,1,320,320,1,1,97,921,2016
22,22,1,115,2,2016,30,1,1,101,4,4,320,320,4,3,97,97,2016
42,38,16,1611,2,2016,7,1,16,1611,1,1,320,320,2,2,97,921,2016
27,28,1,101,2,2016,9,1,1,117,4,4,320,320,4,4,24,34,2016
23,20,15,1503,2,2016,8,1,15,1503,1,4,320,320,4,4,31,97,2016
24,19,10,1018,2,2016,23,1,10,1018,4,4,320,320,3,3,97,921,2016
79,58,15,1503,2,2016,28,1,15,1503,1,1,320,320,2,1,97,921,2016
18,19,15,1503,2,2016,29,1,15,1503,1,1,320,320,3,3,97,97,2016
29,18,22,2204,2,2016,30,1,22,2204,4,4,320,320,2,4,34,921,2016
28,30,14,1419,2,2016,1,2,14,1419,1,1,320,320,2,3,97,921,2016
60,60,1,101,2,2016,21,1,1,101,4,4,320,320,4,3,97,74,2016
56,55,10,1018,2,2016,25,1,10,1018,4,4,320,320,2,1,97,921,2016
21,19,4,415,2,2016,11,1,4,415,4,4,320,320,4,4,97,97,2016
23,21,5,1702,2,2016,20,1,5,1702,4,4,320,320,2,2,97,33,2016
23,25,1,101,2,2016,10,1,1,108,4,4,320,320,3,3,97,97,2016
27,26,1,102,2,2016,18,1,1,108,9,4,320,320,4,4,97,97,2016
25,26,14,1401,2,2016,25,1,14,1401,1,1,320,320,2,1,97,52,2016
79,67,17,1711,2,2016,31,1,17,1711,4,4,320,320,5,3,52,23,2016
27,26,1,101,2,2016,17,1,1,101,4,4,320,320,4,4,97,97,2016
22,21,1,103,2,2016,30,1,1,103,4,4,320,320,2,3,97,71,2016
23,19,4,402,2,2016,23,1,4,402,1,1,320,320,4,3,97,33,2016
37,33,14,1412,2,2016,27,1,14,1412,1,1,320,320,3,2,97,921,2016
33,26,12,1208,2,2016,24,1,12,1208,1,1,320,320,2,1,97,921,2016
28,19,5,1702,2,2016,18,1,5,1702,4,4,320,320,1,2,97,921,2016
26,25,14,1401,2,2016,25,1,14,1401,1,1,320,320,1,1,97,921,2016
26,21,1,101,2,2016,10,1,1,117,4,4,320,320,4,4,97,97,2016
21,21,1,116,2,2016,16,1,1,116,4,4,320,320,3,3,97,97,2016
24,19,22,2211,2,2016,20,1,22,2211,9,4,320,320,3,4,97,75,2016
41,38,14,1412,2,2016,27,1,14,1412,1,1,320,320,1,1,97,921,2016
32,19,10,1005,2,2016,2,1,10,1005,5,4,320,320,3,4,99,81,2016
23,25,17,1712,2,2016,1,1,17,1712,1,4,320,320,4,3,97,34,2016
24,23,17,1703,2,2016,23,1,17,1701,4,4,320,320,4,4,33,34,2016
29,25,1,101,2,2016,16,1,1,108,4,4,320,320,3,2,81,81,2016
18,18,14,1412,2,2016,27,1,14,1412,1,1,320,320,2,1,97,921,2016
64,65,14,1406,2,2016,28,1,14,1406,1,1,320,320,1,1,97,921,2016
54,35,5,1702,2,2016,1,2,5,1702,4,4,320,320,1,3,97,921,2016
28,20,1,114,2,2016,30,1,1,114,4,4,320,320,4,2,97,97,2016
30,39,5,511,2,2016,22,1,5,511,4,4,320,320,2,2,97,75,2016
43,31,1,101,2,2016,24,1,1,101,4,4,320,320,3,4,43,72,2016
21,24,13,1312,2,2016,9,1,13,1312,4,4,320,320,4,4,23,23,2016
34,37,6,612,2,2016,30,1,6,612,5,4,320,320,5,5,97,21,2016
44,39,14,1405,2,2016,1,2,14,1405,1,1,320,320,2,1,97,921,2016
32,30,1,114,2,2016,24,1,1,114,4,4,320,320,4,4,97,83,2016
22,23,14,1413,2,2016,28,1,14,1413,1,1,320,320,4,4,23,34,2016
28,29,1,111,2,2016,19,1,1,101,4,4,320,320,4,4,97,35,2016
28,22,1,111,2,2016,21,1,1,101,4,4,320,320,4,4,97,52,2016
23,27,14,1401,2,2016,16,1,14,1401,1,1,320,320,4,4,52,52,2016
18,18,15,1503,2,2016,7,1,15,1503,5,9,320,320,4,3,97,97,2016
26,25,1,101,2,2016,23,1,1,101,4,4,320,320,2,4,97,52,2016
56,48,1,111,2,2016,24,1,1,111,1,1,320,320,2,2,97,71,2016
23,21,14,1409,2,2016,29,1,14,1409,1,1,320,320,1,1,97,52,2016
26,27,1,101,2,2016,16,1,4,406,4,4,320,320,4,4,99,99,2016
24,30,1,101,2,2016,23,1,1,102,4,4,320,320,4,5,22,72,2016
82,58,22,2214,2,2016,30,1,22,2214,4,4,320,320,2,1,97,97,2016
26,24,13,1303,2,2016,30,1,13,1303,4,9,320,320,2,4,97,921,2016
60,56,5,502,2,2016,27,1,5,502,4,4,320,320,1,1,97,921,2016
57,48,6,601,2,2016,30,1,6,601,4,4,320,320,1,1,97,541,2016
24,22,3,303,2,2016,30,1,3,303,1,1,320,320,2,1,97,52,2016
31,24,3,305,2,2016,23,1,3,305,9,1,320,320,2,2,97,75,2016
22,21,20,2007,2,2016,30,1,20,2007,4,4,320,320,4,3,97,97,2016
50,45,16,1603,2,2016,25,1,16,1603,1,1,320,320,2,1,81,81,2016
18,24,4,402,2,2016,23,1,4,402,1,1,320,320,1,1,97,921,2016
32,28,12,1208,2,2016,24,1,12,1208,4,1,320,320,4,2,97,23,2016
20,25,16,1603,2,2016,16,1,16,1603,1,1,320,320,3,2,97,97,2016
32,23,13,1705,2,2016,1,2,13,1705,4,4,320,320,1,1,97,921,2016
31,22,16,1603,2,2016,22,1,16,1603,1,4,320,320,4,4,33,23,2016
29,28,1,101,2,2016,22,1,1,101,4,4,320,320,5,5,97,43,2016
26,42,1,110,2,2016,23,1,1,110,1,1,320,320,2,2,97,52,2016
24,25,14,1401,2,2016,26,1,14,1401,1,1,320,320,2,2,97,921,2016
26,24,1,101,2,2016,24,1,1,101,9,4,320,320,4,3,97,43,2016
37,28,13,1301,2,2016,20,1,13,1301,4,4,320,320,2,4,97,52,2016
22,20,13,1301,2,2016,16,1,13,1301,4,4,320,320,3,4,41,97,2016
41,38,12,1208,2,2016,24,1,12,1208,1,1,320,320,2,2,97,921,2016
20,22,1,101,2,2016,9,1,1,101,4,4,320,320,4,4,43,35,2016
30,29,1,101,2,2016,9,1,1,102,9,4,320,320,5,5,21,24,2016
27,24,1,101,2,2016,9,1,1,101,9,9,320,320,4,4,97,97,2016
34,28,1,101,2,2016,10,1,1,115,4,4,320,320,4,4,97,97,2016
31,38,22,2202,2,2016,23,1,22,2202,4,4,320,320,4,2,97,34,2016
29,18,22,2201,2,2016,22,1,22,2201,4,5,320,320,1,1,97,921,2016
35,34,6,601,2,2016,30,1,6,602,4,4,320,320,4,4,23,99,2016
23,20,4,415,2,2016,17,1,4,415,4,4,320,320,3,3,97,921,2016
21,18,22,2201,2,2016,20,1,22,2201,4,9,320,320,3,3,97,921,2016
21,21,3,307,2,2016,31,1,3,307,1,5,320,320,3,2,97,97,2016
32,25,22,2201,2,2016,20,1,22,2201,4,4,320,320,1,1,97,921,2016
