EDADHOM,EDADMUJ,DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,PUEHOM,PUEMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOMUJ,CIUOHOM,AÑOOCU
32,30,2,207,4,2016,16,4,2,207,9,4,222,320,1,2,97,97,2016
30,29,1,106,4,2016,8,4,1,106,9,4,222,320,2,2,97,51,2016
29,28,1,101,4,2016,5,3,1,102,9,4,222,320,1,4,99,52,2016
25,20,1,101,5,2016,8,4,1,101,9,4,222,320,9,3,52,99,2016
32,30,1,101,5,2016,16,4,1,101,4,4,222,320,6,1,99,99,2016
25,19,1,101,5,2016,6,5,1,101,9,4,222,320,1,4,99,99,2016
21,21,1,104,5,2016,19,5,1,104,4,4,222,320,4,4,97,35,2016
25,28,1,101,5,2016,30,1,1,101,9,4,222,320,1,4,35,99,2016
36,32,1,101,5,2016,23,4,1,102,4,9,222,276,5,5,22,52,2016
24,26,16,1601,5,2016,14,3,16,1601,4,4,222,320,1,4,23,72,2016
31,28,8,801,6,2016,5,3,3,308,5,4,222,320,9,5,21,22,2016
39,27,1,101,6,2016,11,5,1,116,9,4,222,320,1,3,52,52,2016
23,25,21,2101,6,2016,29,4,21,2101,9,4,222,320,1,4,97,97,2016
31,29,12,1201,6,2016,27,2,12,1201,9,4,222,320,1,5,22,99,2016
999,23,17,1709,6,2016,29,5,17,1709,4,1,222,320,1,4,33,75,2016
33,23,1,101,6,2016,5,3,1,101,4,4,222,320,2,2,97,52,2016
54,59,22,2202,6,2016,27,2,22,2202,9,4,222,320,3,1,97,52,2016
20,20,1,101,6,2016,28,5,1,101,9,4,222,320,9,4,97,52,2016
33,34,20,2011,6,2016,4,6,20,2011,4,4,222,320,1,3,52,72,2016
53,21,1,115,6,2016,25,6,1,115,4,4,222,320,9,3,97,99,2016
26,31,1,101,6,2016,6,2,1,101,9,4,222,320,1,2,97,97,2016
51,50,1,101,7,2016,8,1,1,101,9,4,222,320,1,2,97,52,2016
29,26,3,304,7,2016,21,4,3,304,4,1,222,320,9,4,34,99,2016
42,30,1,101,7,2016,8,7,1,101,4,4,222,320,5,4,99,99,2016
22,23,1,101,7,2016,24,5,1,101,9,9,222,484,9,9,97,97,2016
27,17,18,1801,7,2016,2,7,18,1801,9,9,222,320,1,9,97,921,2016
41,34,22,2201,7,2016,21,7,22,2201,9,4,222,320,1,1,52,99,2016
77,72,18,1801,8,2016,3,6,18,1801,4,4,222,484,2,2,97,97,2016
62,41,6,608,8,2016,25,6,6,608,9,4,222,320,1,2,97,52,2016
44,37,9,920,8,2016,30,7,9,920,9,4,222,320,1,3,51,52,2016
31,35,18,1802,8,2016,8,8,18,1801,4,4,222,320,9,4,41,97,2016
87,60,21,2102,8,2016,10,8,21,2102,4,4,222,320,4,2,97,97,2016
27,28,1,101,8,2016,6,8,1,101,9,4,222,320,9,5,21,21,2016
46,27,6,601,8,2016,5,8,6,601,4,4,222,320,9,1,97,99,2016
29,23,20,2001,8,2016,10,8,20,2001,4,4,222,320,5,4,97,52,2016
26,26,1,101,8,2016,20,8,1,103,9,4,222,320,5,5,21,33,2016
24,26,1,101,8,2016,31,7,1,101,9,4,222,320,1,4,35,97,2016
30,30,20,2001,8,2016,30,4,20,2001,9,4,222,320,1,5,23,52,2016
27,32,4,401,8,2016,22,8,4,409,4,4,222,320,9,2,97,97,2016
31,37,1,101,8,2016,20,8,1,101,9,4,222,320,9,4,34,99,2016
24,29,6,601,8,2016,28,8,6,601,4,4,222,320,1,4,43,97,2016
40,49,1,101,9,2016,5,8,1,101,4,4,222,320,4,4,43,43,2016
37,31,1,101,9,2016,28,5,3,301,9,4,222,320,9,5,24,31,2016
35,27,18,1802,9,2016,21,9,18,1801,4,4,222,320,9,2,97,83,2016
24,26,22,2207,9,2016,24,9,22,2207,9,4,222,320,9,4,23,97,2016
35,29,5,513,10,2016,2,9,5,513,4,4,222,320,3,4,97,71,2016
44,21,1,101,10,2016,17,9,19,1901,9,4,222,320,9,4,34,52,2016
38,20,16,1603,10,2016,25,9,16,1603,4,1,222,320,9,3,97,541,2016
25,19,5,501,10,2016,1,10,5,501,4,4,222,320,1,1,97,93,2016
82,57,1,101,10,2016,10,9,1,101,4,4,222,320,2,1,97,99,2016
34,30,1,115,10,2016,27,8,1,115,4,4,222,320,9,3,97,71,2016
44,40,1,101,10,2016,10,3,1,117,9,4,222,320,9,3,97,921,2016
61,57,1,101,10,2016,26,8,1,101,4,9,222,320,2,1,97,93,2016
30,26,1,101,10,2016,13,9,1,108,9,4,222,320,1,4,97,52,2016
45,50,1,101,10,2016,27,8,1,101,9,4,222,320,4,2,52,31,2016
59,37,1,101,10,2016,24,9,1,101,9,4,222,320,9,5,99,72,2016
50,31,20,2001,11,2016,29,10,20,2001,9,4,222,320,1,2,97,99,2016
35,31,20,2001,11,2016,20,8,20,2001,9,4,222,320,1,5,23,52,2016
22,26,22,2201,11,2016,21,10,22,2201,9,9,222,320,4,4,97,35,2016
29,24,3,312,11,2016,17,7,3,308,9,4,222,320,9,4,41,52,2016
28,24,9,902,11,2016,16,10,9,901,4,4,222,320,5,4,34,26,2016
24,28,1,101,11,2016,1,10,1,101,4,4,222,320,4,4,99,97,2016
23,22,6,601,11,2016,17,9,6,602,4,4,222,320,1,4,97,97,2016
31,19,1,101,11,2016,31,10,1,101,4,4,222,320,4,4,97,23,2016
23,20,1,101,11,2016,14,10,1,101,9,4,222,320,1,4,97,99,2016
30,27,1,101,11,2016,18,10,1,101,9,4,222,320,9,3,51,99,2016
33,29,1,101,11,2016,8,10,3,301,9,4,222,320,9,4,99,99,2016
25,25,1,103,11,2016,17,9,1,103,9,4,222,320,1,2,97,52,2016
44,44,1,101,11,2016,28,5,3,301,9,9,222,484,1,4,441,52,2016
68,52,1,101,12,2016,14,11,1,101,9,1,222,320,9,2,97,52,2016
29,26,3,301,12,2016,3,12,3,302,9,4,222,320,5,5,99,25,2016
22,21,19,1908,12,2016,30,11,19,1908,9,4,222,320,1,3,32,921,2016
25,22,22,2215,12,2016,3,12,22,2215,4,4,222,320,9,3,97,921,2016
35,31,15,1501,12,2016,9,12,15,1501,9,4,222,320,4,4,97,31,2016
39,30,20,2009,12,2016,12,11,20,2009,4,4,222,320,9,5,23,83,2016
22,19,9,901,12,2016,2,12,9,902,9,9,222,320,9,4,97,97,2016
31,30,1,101,12,2016,17,12,1,101,4,4,222,320,5,5,26,23,2016
35,25,10,1008,12,2016,22,12,10,1010,9,4,222,320,9,5,26,310,2016
49,45,6,608,1,2017,12,12,6,608,9,4,222,320,4,4,97,35,2017
33,30,15,1503,1,2017,23,12,15,1503,9,4,222,320,4,3,97,97,2017
35,25,1,101,1,2017,17,11,1,101,9,4,222,320,1,1,97,99,2017
24,23,22,2203,1,2017,16,12,1,101,4,4,222,340,4,5,24,97,2017
45,38,6,609,1,2017,29,6,6,609,4,4,222,320,9,1,97,921,2017
24,24,1,101,1,2017,2,12,1,101,4,4,222,320,4,4,99,42,2017
25,20,1,101,1,2017,7,7,1,101,4,4,222,320,3,4,99,99,2017
27,27,1,101,1,2017,18,11,1,101,9,4,222,320,1,4,97,52,2017
29,20,11,1108,1,2017,17,12,11,1109,9,4,222,320,4,4,23,33,2017
54,44,22,2216,2,2017,22,10,22,2216,4,4,222,320,3,4,23,74,2017
29,23,1,101,2,2017,26,11,1,101,9,4,222,320,9,4,99,99,2017
30,31,1,114,2,2017,15,8,1,114,9,4,222,320,1,2,97,52,2017
40,42,1,101,3,2017,5,11,1,101,4,4,222,320,5,5,441,99,2017
999,44,10,1003,3,2017,30,9,10,1001,4,4,222,320,1,3,97,52,2017
22,20,6,608,4,2017,22,12,1,101,4,9,222,320,4,9,97,97,2017
43,34,1,114,4,2017,16,12,1,114,4,4,222,320,2,2,97,83,2017
32,27,1,101,4,2017,18,11,1,101,9,4,222,320,2,3,97,72,2017
45,48,5,501,5,2017,4,11,5,501,9,4,222,320,1,2,97,75,2017
46,31,1,101,5,2017,18,8,3,301,4,4,222,320,5,5,21,33,2017
44,35,1,101,4,2016,9,4,1,102,9,9,276,340,9,9,24,99,2016
36,27,1,101,5,2016,1,4,3,301,9,9,276,276,9,9,26,32,2016
60,48,7,710,10,2016,23,10,7,710,9,9,276,578,9,9,97,97,2016
44,39,1,101,12,2016,2,11,1,102,9,4,276,320,9,6,24,99,2016
28,23,7,701,1,2017,24,12,7,717,4,4,276,320,1,4,97,74,2017
76,48,1,101,2,2017,10,4,1,116,4,4,276,320,5,5,26,21,2017
24,18,20,2006,1,2016,4,1,20,2006,9,4,320,320,1,2,97,921,2016
22,19,6,608,1,2016,3,1,6,608,4,4,320,320,2,3,97,921,2016
33,33,1,101,1,2016,2,1,1,101,4,4,320,320,4,4,43,43,2016
29,26,22,2204,1,2016,4,1,22,2204,4,4,320,320,4,2,97,33,2016
21,19,20,2006,1,2016,4,1,20,2006,1,1,320,320,1,3,97,921,2016
18,18,1,101,1,2016,3,1,1,101,4,4,320,320,4,4,31,31,2016
25,22,10,1019,1,2016,2,1,10,1019,4,1,320,320,3,5,23,72,2016
21,26,20,2006,1,2016,4,1,20,2006,4,5,320,320,3,2,97,97,2016
30,33,6,614,1,2016,2,1,6,614,4,4,320,320,4,4,41,34,2016
25,22,14,1405,1,2016,5,1,14,1405,1,1,320,320,2,2,97,921,2016
26,23,21,2106,1,2016,4,1,21,2106,4,4,320,320,3,3,97,921,2016
41,42,6,604,1,2016,5,1,6,604,4,4,320,320,1,2,97,921,2016
26,24,19,1903,1,2016,4,1,19,1903,4,4,320,320,4,4,34,31,2016
47,42,13,1314,1,2016,5,1,13,1314,1,1,320,320,2,1,97,921,2016
71,69,14,1407,1,2016,5,1,14,1407,1,1,320,320,1,1,97,921,2016
82,78,1,104,1,2016,4,1,1,104,4,4,320,320,2,1,97,921,2016
24,22,10,1310,1,2016,1,1,10,1310,1,1,320,320,2,2,97,921,2016
25,23,4,401,1,2016,1,1,4,401,4,4,320,320,4,4,43,43,2016
20,27,14,1415,1,2016,5,1,14,1415,1,1,320,320,2,1,97,921,2016
43,46,12,1226,1,2016,4,1,12,1226,1,1,320,320,1,1,97,921,2016
37,20,12,1207,1,2016,5,1,12,1207,4,4,320,320,2,2,97,921,2016
25,23,9,921,1,2016,3,1,9,921,4,4,320,320,4,4,97,97,2016
45,23,16,1604,1,2016,2,1,16,1604,1,1,320,320,4,1,97,83,2016
24,21,12,1204,1,2016,5,1,12,1204,1,1,320,320,2,2,97,921,2016
31,30,13,1303,1,2016,5,1,13,1303,4,4,320,320,2,2,97,921,2016
30,31,18,1803,1,2016,5,1,18,1803,9,9,320,320,1,1,97,83,2016
22,22,10,1013,1,2016,1,1,10,1013,1,1,320,320,4,4,97,97,2016
54,41,18,1805,1,2016,4,1,18,1805,4,4,320,320,2,2,97,52,2016
22,19,13,1301,1,2016,4,1,13,1308,1,1,320,320,3,3,97,97,2016
49,29,5,507,1,2016,6,1,5,507,4,9,320,320,2,2,97,83,2016
28,29,2,206,1,2016,3,1,2,206,4,9,320,320,3,4,23,97,2016
52,50,11,1105,1,2016,5,1,11,1105,4,4,320,320,2,2,97,541,2016
29,24,20,2009,1,2016,5,1,20,2009,4,4,320,320,2,4,97,921,2016
61,57,12,1204,1,2016,6,1,12,1204,1,1,320,320,2,1,97,921,2016
28,27,13,1304,1,2016,6,1,13,1304,4,4,320,320,2,2,97,921,2016
72,41,7,706,1,2016,6,1,7,706,1,1,320,320,1,1,97,921,2016
20,18,13,1302,1,2016,5,1,13,1302,4,9,320,320,2,2,97,71,2016
27,32,8,807,1,2016,6,1,8,807,1,1,320,320,1,1,97,52,2016
23,26,13,1309,1,2016,2,1,13,1309,1,1,320,320,3,4,23,97,2016
41,34,20,2001,1,2016,2,1,20,2001,4,4,320,320,2,2,97,921,2016
21,21,20,2001,1,2016,4,1,20,2001,4,4,320,320,1,2,97,921,2016
56,55,12,1207,1,2016,5,1,12,1207,5,5,320,320,2,1,97,921,2016
53,43,14,1407,1,2016,6,1,14,1407,1,1,320,320,1,1,97,95,2016
25,26,22,2214,1,2016,6,1,22,2214,4,4,320,320,5,4,97,97,2016
27,22,21,2105,1,2016,4,1,21,2105,4,1,320,320,2,1,97,921,2016
29,18,14,1407,1,2016,6,1,14,1407,1,1,320,320,2,2,97,52,2016
21,20,9,914,1,2016,3,1,9,914,1,1,320,320,3,4,43,74,2016
24,20,8,805,1,2016,6,1,8,805,1,1,320,320,2,2,52,52,2016
26,26,10,1001,1,2016,2,1,10,1009,1,9,320,320,4,4,97,97,2016
25,20,10,1001,1,2016,7,1,10,1001,1,4,320,320,4,4,23,43,2016
21,21,20,2006,1,2016,7,1,20,2006,4,4,320,320,2,2,97,921,2016
22,19,14,1415,1,2016,7,1,14,1415,4,5,320,320,2,2,52,52,2016
29,18,4,401,1,2016,6,1,4,401,1,4,320,320,4,4,35,35,2016
24,20,8,805,1,2016,4,1,8,805,9,1,320,320,1,3,97,52,2016
27,21,8,805,1,2016,4,1,8,805,1,1,320,320,2,3,97,52,2016
21,22,14,1415,1,2016,2,1,14,1415,1,1,320,320,4,4,31,23,2016
25,26,6,604,1,2016,6,1,6,604,4,4,320,320,4,4,97,23,2016
30,22,20,2006,1,2016,7,1,20,2006,5,4,320,320,1,1,97,921,2016
27,18,10,1010,1,2016,2,1,10,1010,1,4,320,320,4,3,97,83,2016
38,23,7,706,1,2016,7,1,7,706,1,1,320,320,4,3,97,23,2016
23,19,7,706,1,2016,7,1,7,706,1,1,320,320,3,2,97,97,2016
57,55,10,1021,1,2016,4,1,10,1021,4,4,320,320,1,2,97,921,2016
22,20,21,2106,1,2016,4,1,21,2106,4,4,320,320,5,4,97,97,2016
35,34,19,1905,1,2016,5,1,19,1905,4,4,320,320,2,4,97,99,2016
27,23,13,1304,1,2016,7,1,13,1304,4,4,320,320,2,2,97,921,2016
28,31,20,2008,1,2016,6,1,20,2008,4,4,320,320,5,4,33,23,2016
21,24,1,101,1,2016,2,1,1,115,4,4,320,320,4,3,97,97,2016
21,22,6,605,1,2016,6,1,6,605,4,4,320,320,1,1,97,921,2016
22,22,10,1013,1,2016,4,1,10,1013,4,4,320,840,5,4,23,97,2016
20,19,14,1419,1,2016,7,1,14,1419,1,1,320,320,3,2,97,97,2016
34,19,21,2104,1,2016,5,1,21,2104,4,4,320,320,4,4,34,23,2016
35,34,10,1001,1,2016,3,1,10,1001,4,4,320,320,5,4,32,43,2016
61,53,12,1221,1,2016,6,1,12,1221,4,4,320,320,2,1,97,921,2016
29,28,10,1001,1,2016,4,1,11,1102,4,1,320,320,1,2,97,921,2016
23,20,12,1207,1,2016,7,1,12,1207,4,4,320,320,2,2,97,921,2016
24,22,8,802,1,2016,4,1,8,802,1,1,320,320,2,2,97,52,2016
64,31,13,1308,1,2016,4,1,13,1308,1,1,320,320,1,9,97,921,2016
33,20,13,1309,1,2016,3,1,13,1301,4,4,320,320,4,4,32,52,2016
45,49,13,1309,1,2016,7,1,13,1309,9,9,320,320,2,1,97,921,2016
24,27,14,1405,1,2016,8,1,14,1405,1,1,320,320,4,4,23,23,2016
78,51,16,1610,1,2016,6,1,16,1610,1,1,320,320,1,1,97,921,2016
38,23,6,609,1,2016,7,1,6,609,4,4,320,320,3,4,33,52,2016
39,22,11,1101,1,2016,6,1,11,1101,4,4,320,320,3,5,22,72,2016
22,24,14,1410,1,2016,8,1,14,1410,4,1,320,320,4,2,97,97,2016
42,45,14,1410,1,2016,8,1,14,1410,1,1,320,320,2,1,97,921,2016
24,22,14,1419,1,2016,7,1,14,1419,1,1,320,320,1,2,97,921,2016
28,37,10,1003,1,2016,1,1,10,1003,9,4,320,320,3,2,97,74,2016
33,29,11,1105,1,2016,7,1,11,1105,4,4,320,320,4,3,97,72,2016
24,21,13,1303,1,2016,6,1,13,1303,4,4,320,320,4,4,43,33,2016
21,18,13,1303,1,2016,7,1,13,1303,4,4,320,320,3,4,97,52,2016
29,23,8,802,1,2016,6,1,8,802,1,1,320,320,4,4,23,35,2016
26,30,5,1702,1,2016,6,1,5,1702,4,4,320,320,2,2,97,97,2016
20,18,14,1413,1,2016,6,1,14,1413,1,1,320,320,4,2,97,23,2016
52,46,4,411,1,2016,5,1,4,411,4,4,320,320,2,2,97,921,2016
78,67,4,411,1,2016,7,1,4,411,1,1,320,320,1,1,97,921,2016
40,38,4,411,1,2016,7,1,4,411,1,1,320,320,4,2,97,921,2016
35,20,12,1209,1,2016,4,1,12,1209,4,1,320,320,2,2,97,921,2016
30,25,14,1420,1,2016,8,1,14,1420,4,4,320,320,1,2,97,921,2016
41,40,4,411,1,2016,7,1,4,411,1,1,320,320,2,1,97,921,2016
24,23,14,1411,1,2016,8,1,14,1411,1,1,320,320,4,2,97,34,2016
25,21,8,806,1,2016,5,1,8,806,1,1,320,320,1,1,97,52,2016
38,27,8,806,1,2016,6,1,8,806,1,1,320,320,4,2,97,43,2016
26,39,13,1301,1,2016,5,1,13,1301,4,4,320,320,4,3,97,99,2016
27,24,12,1202,1,2016,2,1,12,1202,4,9,320,320,4,5,22,99,2016
60,48,14,1406,1,2016,7,1,14,1406,1,1,320,320,1,1,97,921,2016
27,25,12,1216,1,2016,2,1,12,1216,4,4,320,320,4,4,31,31,2016
57,37,12,1216,1,2016,6,1,12,1216,4,4,320,320,2,1,97,921,2016
21,20,1,101,1,2016,2,1,1,101,4,4,320,320,4,3,97,97,2016
28,26,1,113,1,2016,9,1,1,113,4,4,320,320,3,4,23,97,2016
39,39,4,401,1,2016,2,1,4,401,4,4,320,320,4,3,75,43,2016
35,36,10,1002,1,2016,9,1,10,1002,4,4,320,320,2,2,97,921,2016
20,20,16,1606,1,2016,6,1,16,1606,1,1,320,320,2,2,97,921,2016
21,24,6,605,1,2016,10,1,6,605,4,9,320,320,2,4,34,97,2016
26,26,13,1301,1,2016,2,1,13,1301,4,4,320,320,4,4,41,97,2016
