EDADHOM,EDADMUJ,DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,PUEHOM,PUEMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOMUJ,CIUOHOM,AÑOOCU
33,33,1,101,2,2021,20,12,1,115,4,4,320,320,4,4,110,110,2021
30,31,1,101,4,2021,20,12,1,116,9,4,320,320,4,4,110,110,2021
37,34,1,101,3,2021,26,9,1,101,4,9,320,862,1,9,11,97,2021
27,34,1,101,8,2020,14,3,1,101,4,4,320,320,4,5,12,97,2020
54,47,1,101,8,2020,6,8,1,101,4,4,320,320,3,5,12,97,2020
54,39,1,101,12,2020,29,2,1,101,4,5,320,170,5,5,12,97,2020
29,42,1,115,2,2020,11,1,1,102,4,4,320,320,4,9,12,97,2020
41,38,1,115,12,2020,9,8,1,115,4,4,320,320,4,5,12,97,2020
42,35,3,301,3,2020,7,3,3,301,9,4,840,320,9,5,12,97,2020
28,33,9,914,11,2020,7,11,9,901,4,9,320,320,4,9,12,97,2020
30,30,12,1202,12,2020,27,11,12,1202,5,4,320,320,3,5,12,97,2020
27,25,12,1219,1,2021,19,12,12,1219,4,4,320,320,4,5,12,97,2021
36,34,20,2009,8,2020,22,7,20,2009,5,4,320,320,4,5,12,71,2020
33,26,1,101,3,2021,3,12,1,101,4,9,320,862,4,9,12,52,2021
38,41,1,108,2,2020,11,2,1,108,4,4,320,320,4,5,12,52,2020
46,37,4,401,3,2020,2,3,4,401,4,4,320,320,5,5,12,52,2020
39,33,16,1609,6,2020,29,5,16,1609,4,1,320,320,4,5,12,52,2020
50,40,17,1701,12,2020,15,12,17,1701,4,4,320,320,5,6,12,52,2020
37,42,1,102,3,2021,14,11,1,101,4,4,320,320,4,5,12,43,2021
38,46,1,101,3,2020,24,2,1,101,4,4,320,320,4,5,12,31,2020
30,28,1,106,3,2021,28,11,1,101,4,4,320,320,4,5,12,31,2021
30,32,1,101,12,2020,15,2,1,101,4,4,320,320,4,5,12,33,2020
43,36,1,101,1,2021,1,12,1,101,4,4,320,320,4,5,12,33,2021
39,38,1,113,3,2020,2,3,1,101,4,4,320,188,4,9,12,33,2020
31,27,3,309,12,2020,28,11,3,309,4,4,320,320,4,5,12,31,2020
32,30,3,301,1,2021,6,12,3,301,4,4,320,320,4,5,12,35,2021
63,35,4,401,10,2020,18,10,4,401,4,4,320,320,4,9,12,33,2020
31,26,1,106,3,2021,14,11,1,101,9,9,604,604,5,5,12,21,2021
50,52,1,101,6,2021,29,11,1,101,4,4,320,320,5,5,12,21,2021
43,40,1,101,1,2021,10,12,1,103,4,4,222,320,5,9,12,21,2021
34,39,1,101,9,2020,27,6,1,108,9,4,720,320,9,9,12,21,2020
59,41,1,101,5,2020,9,5,1,108,4,4,320,320,5,5,12,21,2020
38,29,1,101,7,2020,4,7,1,115,4,4,320,320,9,5,12,21,2020
55,45,1,101,7,2020,25,1,1,101,4,4,320,320,5,5,12,24,2020
33,32,1,101,7,2020,15,2,1,101,4,4,320,320,5,5,12,25,2020
44,42,1,101,3,2021,18,1,1,108,4,4,320,320,5,5,12,25,2021
28,29,1,101,2,2021,28,11,1,101,4,4,320,320,5,5,12,26,2021
43,37,5,501,11,2020,21,11,5,501,9,4,320,320,5,5,12,24,2020
31,31,1,101,1,2020,3,1,1,101,4,4,320,320,5,5,12,12,2020
36,37,1,101,12,2020,4,4,7,719,4,4,320,320,5,5,12,12,2020
26,29,1,101,6,2021,13,12,1,102,4,4,320,320,9,5,14,35,2021
34,30,1,101,5,2021,14,11,1,101,4,4,320,320,4,9,21,97,2021
37,38,1,106,2,2021,21,11,1,101,4,4,320,320,4,9,21,97,2021
27,24,1,101,11,2020,15,11,1,101,9,4,76,320,9,5,21,97,2020
50,37,1,101,10,2020,4,7,1,101,4,4,840,320,6,9,21,97,2020
33,32,1,115,3,2020,8,2,1,101,4,4,320,320,4,5,21,97,2020
41,36,1,101,3,2020,22,2,1,101,4,4,840,320,6,5,21,97,2020
35,31,9,916,10,2020,24,10,1,101,4,4,320,320,4,5,21,97,2020
28,33,1,101,6,2021,7,8,1,101,4,4,320,320,4,5,21,97,2021
27,23,1,101,11,2020,3,10,1,101,4,5,320,320,4,9,21,97,2020
33,36,1,106,5,2021,9,5,1,101,4,4,320,320,4,5,21,97,2021
39,32,1,101,1,2021,28,11,1,101,9,4,320,320,5,5,21,97,2021
29,35,1,101,9,2020,24,7,1,101,4,4,320,320,4,5,21,97,2020
30,29,1,101,7,2020,13,6,1,101,4,4,840,320,4,9,21,97,2020
37,39,1,101,12,2020,5,12,1,101,4,4,320,320,4,5,21,97,2020
27,34,1,101,3,2020,8,1,1,101,9,4,840,320,1,5,21,97,2020
31,29,1,101,12,2020,18,7,1,101,9,4,320,320,4,9,21,97,2020
33,32,1,101,3,2021,7,11,1,101,4,4,320,320,4,9,21,97,2021
30,33,1,101,11,2020,6,11,1,101,4,4,320,320,4,9,21,97,2020
44,34,1,101,2,2021,8,1,1,101,4,4,320,320,5,5,21,97,2021
31,46,1,108,2,2021,19,12,1,108,9,4,862,320,1,5,21,97,2021
28,28,1,101,1,2021,11,12,1,108,4,4,320,320,4,9,21,97,2021
32,33,1,115,12,2020,24,10,1,108,4,4,320,320,4,5,21,97,2020
40,32,1,101,12,2020,14,11,1,108,4,4,320,320,4,5,21,97,2020
32,31,1,101,1,2021,5,9,1,108,4,4,320,320,4,9,21,97,2021
34,40,1,101,5,2021,21,11,1,108,4,4,320,320,4,5,21,97,2021
27,31,1,101,11,2020,2,5,1,108,4,4,320,320,4,9,21,97,2020
28,26,2,201,6,2020,7,3,2,201,4,4,320,320,4,5,21,97,2020
35,33,1,101,7,2020,29,2,3,301,9,4,484,320,9,5,21,97,2020
37,31,1,101,2,2021,12,12,3,306,9,4,320,320,4,9,21,97,2021
33,31,1,101,10,2020,26,9,3,308,4,4,320,320,4,5,21,97,2020
25,28,3,309,1,2021,5,12,3,314,4,4,320,320,4,9,21,97,2021
33,31,5,502,11,2020,18,10,5,502,4,4,320,320,3,5,21,97,2020
30,33,1,113,12,2020,5,12,6,609,4,4,320,320,4,5,21,97,2020
30,27,1,101,9,2020,7,3,7,710,4,4,320,320,5,9,21,97,2020
41,42,1,106,11,2020,26,9,7,711,4,4,320,276,4,5,21,97,2020
30,27,9,901,3,2021,18,12,9,901,4,4,320,320,4,5,21,97,2021
34,35,10,1001,1,2020,18,1,10,1001,4,4,320,320,5,5,21,97,2020
25,27,9,901,6,2021,20,6,10,1001,4,4,320,320,5,5,21,97,2021
28,29,12,1202,12,2020,5,12,12,1202,4,9,320,320,5,9,21,97,2020
34,32,13,1301,2,2021,4,12,13,1301,1,1,320,320,5,5,21,97,2021
33,30,13,1301,9,2020,1,8,13,1301,4,4,320,320,4,9,21,97,2020
31,32,20,2001,1,2020,11,1,20,2001,4,4,320,320,5,9,21,97,2020
38,57,6,614,5,2020,24,4,6,614,9,9,320,192,2,9,21,921,2020
42,39,1,101,6,2021,21,3,3,308,4,4,320,320,3,6,21,71,2021
37,30,1,101,12,2020,30,8,1,101,4,4,320,320,5,9,21,51,2020
32,32,1,101,12,2020,17,10,1,101,4,4,320,320,4,9,21,52,2020
30,31,1,101,9,2020,14,6,1,101,4,4,356,320,5,9,21,52,2020
30,31,1,101,10,2020,7,3,1,101,4,4,320,320,4,5,21,52,2020
34,41,1,1202,12,2020,16,11,1,108,4,4,320,320,4,5,21,52,2020
44,35,1,101,8,2020,24,7,1,108,4,4,320,320,4,5,21,52,2020
29,31,1,101,12,2020,28,11,1,114,4,4,320,320,4,5,21,541,2020
29,30,1,101,2,2021,26,9,3,314,4,4,320,320,4,5,21,52,2021
26,30,16,1601,6,2020,29,5,16,1601,4,4,320,320,4,5,21,52,2020
29,25,20,2001,6,2020,15,6,20,2001,4,4,320,320,3,5,21,52,2020
30,31,1,101,4,2020,8,3,1,101,4,4,320,320,4,5,21,43,2020
34,33,1,101,10,2020,15,3,1,117,4,4,320,720,5,9,21,43,2020
28,31,3,309,12,2020,5,12,1,101,4,4,320,320,4,9,21,31,2020
25,26,1,101,11,2020,17,10,1,101,4,4,320,320,4,9,21,31,2020
31,32,1,101,9,2020,7,6,1,101,4,4,320,320,4,9,21,31,2020
30,30,2,207,1,2021,31,12,1,101,4,4,320,320,4,9,21,31,2021
29,32,1,101,1,2021,22,11,1,101,4,4,320,320,4,9,21,31,2021
30,29,1,101,3,2020,29,2,1,101,4,5,320,320,4,5,21,31,2020
26,27,1,101,10,2020,8,3,1,101,1,9,320,484,4,9,21,31,2020
34,33,1,101,5,2021,14,11,1,101,4,4,320,320,4,9,21,31,2021
30,27,1,101,1,2021,19,12,1,108,4,4,320,320,4,9,21,31,2021
29,29,1,111,10,2020,17,10,1,111,4,4,320,320,4,9,21,31,2020
32,32,1,101,2,2020,8,2,1,113,9,4,320,320,4,9,21,31,2020
25,26,1,101,11,2020,31,7,1,115,4,4,320,320,4,9,21,31,2020
25,32,1,101,5,2021,8,11,1,115,4,4,320,320,4,5,21,31,2021
31,33,3,309,12,2020,7,11,1,101,4,4,320,320,4,9,21,32,2020
33,33,1,101,10,2020,21,5,1,101,4,9,320,320,4,9,21,33,2020
29,29,1,101,2,2021,29,11,1,108,9,9,320,320,4,9,21,33,2021
42,33,1,101,12,2020,8,5,1,101,4,4,320,320,4,5,21,34,2020
28,27,1,101,1,2021,29,12,1,101,4,4,320,320,4,9,21,34,2021
31,33,1,101,12,2020,14,11,1,102,4,4,320,320,4,9,21,34,2020
24,41,1,101,12,2020,28,11,1,103,4,4,320,320,4,5,21,34,2020
33,31,1,101,3,2020,7,3,1,101,4,4,320,320,4,9,21,35,2020
40,32,3,301,12,2020,11,11,1,102,4,4,320,320,4,5,21,35,2020
35,35,1,101,4,2021,27,12,1,108,4,9,320,170,4,9,21,35,2021
31,32,1,101,2,2021,5,9,1,113,4,4,320,320,4,9,21,35,2021
29,26,1,101,8,2020,29,2,3,301,9,4,320,320,4,9,21,31,2020
28,25,1,101,11,2020,6,11,3,301,4,4,320,320,4,9,21,31,2020
32,31,1,101,3,2020,8,2,3,301,4,4,320,320,4,5,21,31,2020
30,27,1,101,12,2020,27,11,3,301,4,4,320,320,4,9,21,35,2020
32,31,3,309,1,2021,7,11,3,309,4,4,320,320,4,5,21,35,2021
29,27,4,414,11,2020,21,11,4,401,1,4,320,320,4,9,21,31,2020
27,33,6,611,8,2020,3,8,6,608,4,4,320,320,4,5,21,31,2020
34,32,8,802,3,2020,22,2,9,901,1,4,320,320,4,5,21,34,2020
27,26,1,114,10,2020,4,10,10,1014,4,4,320,320,4,9,21,31,2020
32,32,1,101,8,2020,25,7,1,101,4,4,320,320,5,5,21,21,2020
32,31,1,101,8,2020,11,7,1,101,4,4,320,320,5,9,21,21,2020
29,29,1,101,9,2020,5,8,1,101,4,9,320,320,9,9,21,21,2020
25,24,1,101,8,2020,18,7,1,101,4,4,340,320,5,9,21,21,2020
32,27,1,108,1,2020,18,1,1,101,4,4,320,320,5,9,21,21,2020
36,32,1,115,6,2021,7,3,1,101,4,4,320,320,6,5,21,21,2021
42,38,1,101,3,2021,5,12,1,101,4,4,320,320,5,9,21,21,2021
29,30,1,101,11,2020,24,10,1,101,4,4,320,320,9,5,21,21,2020
35,37,1,101,4,2021,2,5,1,101,4,4,320,320,5,5,21,21,2021
27,26,1,101,11,2020,24,10,1,101,4,4,320,320,9,9,21,21,2020
26,27,1,101,10,2020,19,9,1,101,4,4,320,320,9,9,21,21,2020
27,25,4,407,10,2020,16,10,1,101,4,4,320,320,9,9,21,21,2020
36,26,1,101,2,2021,19,11,1,101,4,4,320,320,5,9,21,21,2021
27,26,1,101,8,2020,22,2,1,101,4,4,320,320,9,9,21,21,2020
29,29,1,101,2,2021,28,11,1,101,4,4,320,320,9,9,21,21,2021
34,30,1,101,10,2020,19,4,1,101,4,4,320,320,9,9,21,21,2020
42,39,1,101,11,2020,22,2,1,101,4,4,320,340,5,5,21,21,2020
37,25,1,101,9,2020,28,5,1,101,4,4,320,320,5,9,21,21,2020
38,37,1,1202,12,2020,14,11,1,101,4,4,320,320,5,5,21,21,2020
31,31,1,101,1,2021,3,10,1,101,4,4,320,320,9,5,21,21,2021
39,31,1,101,8,2020,18,7,1,101,4,4,320,320,9,9,21,21,2020
43,38,1,101,2,2020,18,1,1,101,4,9,320,320,5,5,21,21,2020
28,29,1,101,11,2020,18,10,1,101,4,4,320,320,9,9,21,21,2020
32,31,1,101,7,2020,11,7,1,101,4,4,320,320,5,9,21,21,2020
35,36,1,101,1,2021,5,12,1,101,4,9,320,320,5,5,21,21,2021
38,31,1,101,2,2020,18,1,1,102,4,4,320,320,5,5,21,21,2020
34,32,1,101,2,2021,12,12,1,108,4,4,320,320,5,5,21,21,2021
36,26,1,108,6,2021,28,11,1,108,4,9,320,340,5,5,21,21,2021
37,34,1,101,11,2020,24,10,1,108,4,4,320,320,5,9,21,21,2020
38,30,1,101,10,2020,19,9,1,108,4,4,320,320,9,9,21,21,2020
35,33,1,101,12,2020,12,12,1,113,4,4,320,320,9,5,21,21,2020
33,29,1,113,7,2020,27,6,1,113,4,4,320,320,9,9,21,21,2020
52,39,1,101,3,2021,12,12,1,113,4,4,320,320,5,5,21,21,2021
32,31,1,101,1,2021,8,2,1,115,4,4,320,320,9,5,21,21,2021
34,34,1,101,8,2020,22,2,1,101,4,4,320,320,9,5,21,24,2020
37,36,1,113,2,2020,8,2,1,113,4,4,320,320,9,5,21,24,2020
31,34,1,101,10,2020,19,9,1,114,4,4,222,320,5,5,21,24,2020
33,26,1,101,2,2021,12,12,1,101,4,4,320,320,9,9,21,25,2021
35,37,1,105,10,2020,16,9,1,103,4,4,320,320,5,5,21,25,2020
30,25,1,113,6,2020,3,6,1,113,4,4,320,320,5,5,21,25,2020
29,26,1,101,3,2020,19,1,1,101,4,4,320,320,9,9,21,26,2020
52,36,1,101,9,2020,10,8,1,101,4,4,320,320,5,5,21,26,2020
29,28,1,101,1,2021,14,11,1,116,9,4,568,320,1,5,21,26,2021
28,35,1,101,1,2021,28,11,3,301,4,9,320,276,9,9,21,21,2021
37,37,6,602,5,2021,28,11,3,301,4,4,320,320,5,5,21,21,2021
56,46,3,308,11,2020,7,11,3,308,4,4,320,320,5,5,21,21,2020
35,30,1,101,3,2021,20,12,3,308,4,4,320,320,9,5,21,21,2021
30,31,1,101,12,2020,31,10,3,312,4,9,320,320,9,9,21,21,2020
32,34,3,308,1,2021,20,11,3,301,4,4,320,320,5,5,21,24,2021
31,29,1,101,1,2021,24,10,3,309,4,4,320,320,9,5,21,24,2021
35,36,1,101,2,2020,1,2,3,301,4,4,320,320,5,9,21,25,2020
32,29,1,101,3,2021,1,11,3,309,4,4,320,320,5,5,21,26,2021
31,30,1,101,4,2021,14,11,3,312,4,9,320,484,9,5,21,26,2021
27,28,1,101,1,2020,12,1,4,403,4,4,320,320,9,9,21,21,2020
31,30,1,101,3,2021,22,2,4,406,4,4,320,320,5,9,21,21,2021
39,35,1,102,4,2021,18,1,4,406,4,9,222,170,6,6,21,21,2021
34,37,5,511,12,2020,20,12,5,511,4,4,320,320,5,5,21,21,2020
32,32,9,909,3,2021,14,11,9,901,4,4,320,320,9,5,21,21,2021
29,28,9,901,3,2020,16,2,9,901,4,4,320,840,9,5,21,21,2020
44,27,9,916,1,2021,30,12,9,923,1,4,320,320,5,5,21,21,2021
33,29,9,920,11,2020,25,9,9,923,4,4,320,320,5,9,21,21,2020
27,33,9,901,6,2020,25,4,9,901,9,1,720,320,9,5,21,23,2020
33,34,9,901,12,2020,14,11,9,901,4,4,320,320,9,5,21,26,2020
33,28,9,901,12,2020,21,11,9,901,4,4,320,320,9,9,21,26,2020
26,27,11,1101,1,2021,20,12,11,1102,4,4,320,320,5,5,21,21,2021
35,38,12,1202,1,2021,26,12,12,1202,4,4,320,320,5,5,21,21,2021
47,25,18,1801,12,2020,21,11,18,1801,4,4,320,320,9,5,21,21,2020
26,24,18,1804,1,2021,19,12,18,1801,4,4,320,320,5,5,21,21,2021
32,33,1,101,3,2021,5,12,18,1801,4,4,320,320,9,5,21,21,2021
29,25,20,2002,10,2020,25,10,20,2001,4,4,320,840,5,5,21,21,2020
29,27,20,2007,8,2020,2,4,20,2007,4,4,320,320,5,5,21,24,2020
34,34,21,2101,1,2021,26,12,21,2101,5,4,320,320,5,5,21,26,2021
31,32,22,2201,11,2020,28,11,22,2201,4,4,320,320,5,5,21,24,2020
34,35,1,101,4,2021,7,11,1,101,4,4,320,320,5,5,21,12,2021
38,29,1,101,11,2020,15,11,1,101,9,4,214,320,9,9,21,12,2020
37,47,1,101,10,2020,2,8,1,101,4,4,320,320,9,5,21,12,2020
33,30,1,101,2,2021,9,5,1,102,4,4,320,320,5,9,21,12,2021
32,36,9,923,9,2020,15,8,8,802,4,4,320,320,5,5,21,11,2020
25,31,1,101,6,2020,5,6,1,101,4,4,320,320,4,5,21,110,2020
32,33,1,101,9,2020,19,6,1,116,4,4,320,320,5,5,21,110,2020
47,46,3,308,9,2020,16,8,3,308,4,4,320,320,5,5,21,110,2020
33,29,1,115,9,2020,29,8,1,101,4,4,320,320,5,5,22,97,2020
26,29,1,101,11,2020,26,5,1,101,4,9,170,320,4,5,22,97,2020
44,41,1,101,11,2020,7,11,1,101,4,4,840,840,5,5,22,97,2020
34,31,1,101,2,2020,1,2,1,101,4,4,320,320,4,5,22,97,2020
35,35,1,101,1,2021,5,12,1,101,4,4,320,320,4,5,22,97,2021
29,42,1,101,10,2020,29,8,1,101,4,4,320,320,3,5,22,97,2020
32,34,1,101,11,2020,11,11,1,101,4,9,320,170,5,9,22,97,2020
35,34,1,101,3,2021,28,11,1,101,4,4,320,320,4,9,22,97,2021
23,29,1,101,6,2020,6,6,1,101,4,9,320,192,4,9,22,97,2020
30,30,1,101,8,2020,7,8,1,101,4,4,320,320,4,5,22,97,2020
36,37,1,101,10,2020,17,3,1,101,4,9,320,862,5,5,22,97,2020
39,27,1,101,11,2020,24,10,1,101,4,4,320,320,1,9,22,97,2020
24,25,1,101,8,2020,8,8,1,101,4,4,320,320,4,5,22,97,2020
27,25,1,101,8,2020,1,2,1,101,4,4,320,192,4,5,22,97,2020
30,32,1,101,1,2020,4,1,1,101,4,4,320,320,5,5,22,97,2020
24,21,1,101,12,2020,5,12,1,101,4,4,320,320,4,9,22,97,2020
28,30,1,101,2,2020,31,1,1,101,4,4,320,320,3,9,22,97,2020
26,26,1,101,1,2021,17,12,1,101,4,4,320,320,3,9,22,97,2021
30,35,1,1202,2,2020,11,1,1,102,4,4,320,320,4,5,22,97,2020
29,28,22,2201,1,2021,21,11,1,102,4,4,320,320,5,9,22,97,2021
33,35,1,102,1,2021,7,3,1,102,4,4,320,320,4,5,22,97,2021
33,33,3,306,10,2020,26,9,1,108,4,4,320,320,5,5,22,97,2020
37,35,1,115,8,2020,25,4,1,108,4,4,320,320,4,5,22,97,2020
30,29,1,101,9,2020,22,8,1,108,4,9,320,320,5,9,22,97,2020
30,26,1,101,2,2021,4,7,1,108,4,4,320,320,4,9,22,97,2021
26,30,5,511,5,2021,8,11,1,114,4,4,320,320,4,5,22,97,2021
28,44,1,115,10,2020,26,9,1,115,4,4,320,320,4,5,22,97,2020
38,37,1,101,3,2021,28,11,1,115,4,4,320,320,4,5,22,97,2021
27,34,1,101,7,2020,1,3,1,116,9,4,192,320,4,5,22,97,2020
27,31,1,116,5,2020,29,2,1,116,4,4,320,320,4,5,22,97,2020
35,32,13,1329,12,2020,19,12,3,301,1,4,320,320,5,5,22,97,2020
24,36,3,301,12,2020,5,12,3,301,4,4,320,320,4,5,22,97,2020
38,41,3,301,2,2021,21,3,3,301,4,4,320,320,4,5,22,97,2021
32,28,1,101,1,2021,13,12,3,301,4,4,320,320,4,9,22,97,2021
30,28,1,101,10,2020,5,9,3,301,4,4,320,320,4,9,22,97,2020
26,28,1,117,5,2020,2,2,3,307,4,4,320,320,4,5,22,97,2020
28,28,3,312,2,2020,8,2,3,312,4,4,320,320,4,5,22,97,2020
32,29,4,401,8,2020,9,8,4,401,4,4,320,320,4,5,22,97,2020
30,30,4,401,6,2020,15,6,4,401,4,4,320,320,4,5,22,97,2020
25,27,4,401,11,2020,15,11,4,401,1,1,320,320,4,9,22,97,2020
27,26,4,403,12,2020,19,12,4,403,1,1,320,320,4,9,22,97,2020
26,32,4,409,5,2020,9,5,4,406,1,1,320,320,3,5,22,97,2020
28,30,4,411,11,2020,21,11,4,406,4,4,320,320,4,9,22,97,2020
31,31,4,407,12,2020,4,12,4,407,1,1,320,320,4,5,22,97,2020
23,33,4,411,10,2020,24,10,4,411,4,4,320,320,3,9,22,97,2020
21,26,5,1702,6,2021,8,7,5,1702,5,4,320,840,4,9,22,97,2021
29,28,12,1201,7,2020,28,2,7,710,4,4,320,320,5,5,22,97,2020
34,29,13,1328,6,2020,29,2,9,901,4,9,320,320,4,5,22,97,2020
29,28,13,1301,11,2020,14,11,9,901,9,4,320,320,4,9,22,97,2020
31,28,9,901,3,2020,12,2,9,901,4,4,320,320,4,9,22,97,2020
29,26,9,917,8,2020,14,8,9,917,4,4,320,320,3,5,22,97,2020
29,32,9,920,1,2020,3,1,9,923,4,4,320,320,4,5,22,97,2020
29,31,10,1001,11,2020,7,11,10,1001,4,9,320,840,3,9,22,97,2020
71,51,11,1101,1,2020,18,1,11,1101,4,4,320,320,5,5,22,97,2020
28,28,12,1201,6,2020,5,6,12,1201,4,4,320,320,4,5,22,97,2020
31,27,13,1301,6,2020,29,5,13,1301,4,4,320,320,5,5,22,97,2020
40,29,16,1610,1,2021,18,4,16,1601,4,4,320,320,5,5,22,97,2021
34,30,16,1603,10,2020,24,10,16,1602,4,4,320,320,5,5,22,97,2020
26,28,16,1602,11,2020,14,11,16,1602,1,1,320,320,4,5,22,97,2020
27,45,16,1604,12,2020,4,10,16,1604,4,4,320,320,4,5,22,97,2020
23,37,16,1609,2,2020,31,1,16,1609,4,4,320,320,4,5,22,97,2020
31,30,17,1703,6,2020,29,5,17,1701,4,4,320,320,5,5,22,97,2020
22,34,17,1705,9,2020,5,9,17,1705,4,1,320,320,3,5,22,97,2020
31,36,18,1801,7,2020,18,7,18,1801,9,4,320,320,5,5,22,97,2020
54,43,18,1801,1,2021,31,12,18,1801,4,4,320,320,1,9,22,97,2021
29,30,14,1401,1,2021,13,12,19,1901,4,4,320,320,4,5,22,97,2021
27,30,19,1902,12,2020,14,11,20,2007,4,4,320,840,4,9,22,97,2020
49,45,1,115,12,2020,6,12,1,101,4,4,320,320,4,9,22,96,2020
28,26,3,308,5,2020,20,3,3,308,9,5,752,320,1,9,22,941,2020
34,27,10,1001,1,2020,11,1,10,1001,1,9,320,840,2,9,22,921,2020
55,55,1,115,12,2020,12,12,1,101,4,4,320,320,2,5,22,83,2020
25,31,6,608,12,2020,17,12,6,609,4,1,320,320,4,5,22,81,2020
41,41,12,1215,1,2021,18,11,12,1215,4,9,320,320,3,9,22,81,2021
52,44,1,117,7,2020,2,4,1,117,4,4,320,320,3,5,22,72,2020
45,39,1,101,9,2020,27,8,1,101,9,4,720,320,9,9,22,74,2020
48,42,9,901,5,2020,7,2,9,901,4,9,320,192,5,5,22,72,2020
51,45,9,920,11,2020,13,8,9,920,4,4,320,320,3,5,22,72,2020
60,57,22,2201,3,2020,6,3,22,2201,4,4,320,320,2,9,22,71,2020
34,43,17,1703,2,2020,15,1,1,101,4,4,320,320,5,5,22,52,2020
31,37,1,110,3,2020,22,2,1,101,4,1,320,320,4,5,22,52,2020
35,32,1,101,11,2020,23,8,1,101,4,4,320,320,4,9,22,52,2020
27,27,1,110,12,2020,31,1,1,110,1,1,320,320,4,5,22,52,2020
32,30,1,101,12,2020,15,2,1,113,1,4,320,320,4,9,22,52,2020
50,47,1,101,9,2020,5,9,1,116,4,4,320,320,4,9,22,52,2020
42,40,3,302,2,2020,20,2,3,301,4,9,320,568,5,5,22,52,2020
40,37,5,501,2,2021,12,12,3,302,4,9,320,192,4,9,22,52,2021
42,32,1,101,3,2021,12,12,3,309,4,4,320,320,4,5,22,52,2021
45,38,5,512,10,2020,3,9,5,501,9,4,170,320,1,9,22,52,2020
26,30,9,901,8,2020,22,6,9,901,1,1,320,320,2,9,22,52,2020
36,39,9,901,3,2020,11,2,9,901,1,1,320,320,1,9,22,52,2020
33,40,13,1301,7,2020,29,5,13,1301,9,9,192,192,9,5,22,52,2020
46,40,13,1301,1,2021,12,12,13,1301,4,4,320,320,2,9,22,52,2021
43,55,13,1301,9,2020,3,9,13,1301,4,4,320,320,2,9,22,52,2020
37,36,1,114,11,2020,19,10,17,1710,4,9,320,192,4,9,22,52,2020
45,36,18,1801,12,2020,10,12,18,1801,4,4,320,320,9,9,22,52,2020
42,60,1,101,4,2021,5,12,22,2212,4,9,320,340,3,9,22,52,2021
24,27,1,101,11,2020,22,8,1,116,4,4,320,320,4,5,22,43,2020
36,35,1,116,11,2020,29,11,1,116,1,4,320,320,4,5,22,43,2020
29,30,1,101,11,2020,7,11,3,306,9,5,320,320,9,5,22,43,2020
39,40,9,901,12,2020,14,2,9,901,4,1,320,320,4,5,22,43,2020
30,27,9,920,10,2020,17,10,9,920,4,4,320,320,4,5,22,43,2020
24,21,12,1201,9,2020,1,8,12,1202,4,9,320,320,4,9,22,43,2020
32,31,1,102,1,2021,5,12,1,102,9,4,320,320,4,5,22,31,2021
32,28,1,113,6,2020,29,5,1,113,4,4,320,320,4,9,22,31,2020
29,31,1,101,5,2020,21,2,1,101,4,4,320,320,4,9,22,32,2020
37,37,1,101,12,2020,29,2,1,101,4,4,320,320,4,5,22,33,2020
42,38,1,101,1,2021,12,12,1,108,4,4,320,320,4,5,22,33,2021
28,28,1,102,11,2020,22,10,1,116,4,4,320,320,4,9,22,33,2020
34,34,1,101,6,2021,2,12,1,101,4,4,320,320,4,5,22,34,2021
29,30,1,101,9,2020,23,7,1,101,4,4,320,320,4,9,22,34,2020
27,30,3,301,10,2020,9,10,3,301,4,9,320,170,4,5,22,34,2020
34,36,4,410,12,2020,29,11,4,406,4,1,320,320,4,5,22,31,2020
23,31,9,901,5,2020,14,2,6,603,4,9,320,320,4,5,22,34,2020
29,28,8,802,1,2021,15,2,8,802,1,1,320,320,9,5,22,34,2021
36,31,8,802,9,2020,22,8,8,802,1,1,320,320,4,5,22,35,2020
34,29,9,901,3,2021,19,12,9,901,4,4,320,320,4,9,22,32,2021
28,29,9,905,11,2020,7,11,9,901,4,4,320,320,4,5,22,31,2020
27,27,9,901,6,2020,9,6,9,901,4,4,320,320,4,5,22,32,2020
27,23,11,1101,1,2021,12,12,11,1101,4,4,320,320,3,5,22,32,2021
33,29,11,1105,9,2020,19,9,11,1101,4,4,320,320,4,5,22,33,2020
26,24,12,1201,4,2020,6,4,12,1201,4,4,320,320,4,5,22,32,2020
70,47,14,1420,1,2021,22,12,14,1420,1,1,320,320,9,9,22,32,2021
44,35,16,1601,3,2020,22,2,16,1601,4,4,320,320,4,5,22,34,2020
25,30,20,2007,5,2021,22,5,20,2007,4,4,320,320,4,5,22,34,2021
42,37,20,2001,12,2020,27,11,20,2001,4,4,320,320,5,5,22,35,2020
30,28,21,2101,3,2020,7,3,21,2101,9,9,320,320,4,5,22,35,2020
40,50,22,2213,5,2020,8,5,22,2213,4,4,320,320,9,5,22,31,2020
21,25,20,2011,3,2020,1,3,22,2204,4,4,320,630,4,9,22,33,2020
27,29,22,2201,5,2020,30,4,22,2201,4,1,320,320,9,9,22,34,2020
35,36,1,114,3,2021,14,11,1,101,9,4,320,320,9,5,22,21,2021
34,35,1,101,1,2021,12,12,1,101,4,4,320,320,5,9,22,21,2021
30,28,1,101,2,2020,9,2,1,101,4,9,320,320,5,5,22,21,2020
