EDADHOM,EDADMUJ,DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,PUEHOM,PUEMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOMUJ,CIUOHOM,AÑOOCU
23,24,,511,11,2023,6,10,5,511,4,4,320,320,4,2,97,97,2023
25,18,,1609,12,2023,13,12,16,1609,1,1,320,320,2,9,97,97,2023
42,41,,920,3,2023,14,2,9,920,4,4,320,320,2,2,97,921,2023
33,32,,101,10,2023,26,8,1,108,4,4,320,320,4,4,33,97,2023
26,21,,101,1,2023,2,8,1,101,4,4,320,320,3,9,97,97,2023
38,36,,910,3,2023,25,2,9,910,4,1,320,320,3,2,97,72,2023
22,19,,1804,12,2023,9,11,18,1804,4,4,320,320,4,9,97,921,2023
25,23,,2101,12,2023,18,12,21,2101,9,4,320,320,4,4,97,34,2023
29,21,,2101,1,2023,18,1,21,2101,4,4,320,320,4,9,97,541,2023
31,50,,1327,1,2023,22,12,13,1327,1,1,320,320,2,2,97,921,2023
22,20,,1215,7,2023,12,6,12,1215,4,4,320,320,3,9,97,93,2023
44,32,,1223,10,2023,18,10,12,1201,4,4,320,320,1,2,97,921,2023
30,29,,901,5,2023,1,4,9,904,9,4,840,320,9,4,97,71,2023
50,44,,1904,5,2023,28,4,19,1904,4,4,320,320,1,1,97,921,2023
21,19,,2211,3,2023,18,3,22,2211,4,4,320,320,9,9,97,921,2023
48,37,,114,1,2023,15,12,1,114,4,4,320,320,2,3,97,74,2023
31,37,,1221,6,2023,7,6,12,1221,4,4,320,320,2,2,97,921,2023
31,35,,101,4,2023,22,4,6,609,4,4,320,320,5,5,22,21,2023
26,24,,111,9,2023,9,7,1,110,1,9,320,320,3,9,99,921,2023
25,23,,1414,12,2023,22,11,14,1414,1,1,320,320,3,2,97,921,2023
24,20,,1608,10,2023,23,9,16,1608,1,1,320,320,2,9,97,921,2023
32,32,,101,7,2023,18,2,1,101,9,4,320,320,9,5,22,99,2023
27,27,,101,11,2023,26,8,1,101,4,4,320,320,3,4,97,97,2023
21,18,,312,1,2023,9,12,3,312,4,4,320,320,9,9,97,75,2023
41,42,,1101,2,2023,20,1,11,1101,4,4,320,320,4,5,41,97,2023
23,22,,303,3,2023,24,2,3,303,4,9,320,320,4,4,32,97,2023
38,34,,1204,3,2023,24,1,12,1204,1,1,320,320,2,2,97,921,2023
29,23,,606,5,2023,22,4,6,606,4,4,320,320,4,4,97,34,2023
68,62,,110,12,2023,1,12,1,110,4,4,320,320,2,1,97,81,2023
30,25,,502,5,2023,14,5,5,502,4,4,320,320,1,2,52,921,2023
25,21,,1212,3,2023,28,3,12,1212,4,4,320,320,2,9,97,921,2023
75,79,,501,12,2023,11,8,5,501,5,4,320,320,3,1,97,921,2023
25,23,,1701,12,2023,16,12,17,1701,4,4,320,320,4,4,97,97,2023
49,31,,1317,1,2023,27,1,13,1317,1,1,320,320,2,2,97,52,2023
26,25,,804,12,2023,10,12,8,804,1,1,320,320,4,4,32,97,2023
76,77,,1323,2,2023,27,1,13,1323,1,1,320,320,1,1,99,99,2023
19,20,,401,6,2023,10,5,4,401,9,9,320,320,9,9,97,921,2023
29,21,,1401,11,2023,24,10,14,1401,1,1,320,320,2,9,97,52,2023
42,36,,404,12,2023,26,11,4,404,1,1,320,320,4,4,23,43,2023
20,18,,920,5,2023,29,4,9,920,4,4,320,320,9,9,97,72,2023
28,27,,1702,1,2023,30,12,5,1702,4,4,320,320,3,3,97,72,2023
22,31,,401,8,2023,5,8,4,415,5,4,320,320,2,2,97,71,2023
21,25,,718,12,2023,9,12,7,718,1,9,320,320,9,4,97,97,2023
27,23,,1420,9,2023,4,9,14,1420,1,1,320,320,2,2,97,921,2023
56,45,,501,12,2023,1,12,5,501,4,4,320,320,2,4,97,97,2023
29,29,,101,8,2023,22,7,1,117,4,4,320,320,4,1,99,97,2023
49,61,,917,8,2023,18,3,9,920,4,4,320,320,1,1,97,921,2023
21,19,,1420,6,2023,27,5,14,1420,1,1,320,320,9,9,97,921,2023
25,24,,701,2,2023,10,2,7,708,1,1,320,320,4,3,97,97,2023
29,22,,504,12,2023,15,12,5,504,1,9,320,320,5,4,97,97,2023
26,24,,1230,8,2023,27,7,12,1230,4,4,320,320,4,2,97,97,2023
50,35,,1801,8,2023,4,8,18,1801,4,4,320,320,3,4,97,51,2023
22,24,,920,3,2023,18,2,9,920,4,4,320,320,4,4,97,97,2023
26,30,,1601,4,2023,21,11,16,1601,9,4,840,320,9,5,97,11,2023
33,29,,1229,12,2023,29,11,10,1229,1,4,320,320,4,3,97,541,2023
55,55,,1508,11,2023,2,11,15,1508,1,1,320,320,1,1,97,921,2023
23,22,,401,9,2023,22,9,4,401,9,1,320,320,2,2,97,83,2023
48,44,,101,12,2023,26,10,1,101,4,4,320,320,4,4,43,43,2023
21,19,,918,10,2023,27,9,9,918,1,1,320,320,9,9,97,921,2023
29,26,,2205,4,2023,22,4,22,2205,9,4,320,320,4,4,97,97,2023
47,29,,101,3,2023,9,2,1,101,4,9,320,720,4,3,97,52,2023
38,25,,103,10,2023,17,6,1,102,4,4,320,320,2,2,97,83,2023
33,29,,1615,2,2023,16,12,16,1615,4,4,320,320,5,4,23,21,2023
26,19,,1301,3,2023,8,3,13,1301,4,4,320,320,5,9,97,22,2023
30,22,,405,11,2023,9,11,4,405,1,1,320,320,2,2,97,921,2023
25,18,,1803,3,2023,25,2,18,1803,5,1,320,320,4,9,97,97,2023
33,22,,103,2,2023,11,1,1,103,4,9,320,320,4,3,97,97,2023
67,64,,117,10,2023,1,10,1,115,4,9,320,320,1,1,97,81,2023
21,20,,1804,3,2023,26,2,18,1801,4,4,320,320,9,9,35,97,2023
57,49,,108,12,2023,7,12,1,108,4,4,320,320,4,2,97,34,2023
25,23,,101,7,2023,11,3,1,101,4,4,320,320,4,3,97,97,2023
35,30,,1312,7,2023,28,1,13,1312,4,4,320,320,5,4,97,97,2023
38,38,,415,12,2023,12,12,1,101,4,4,320,320,4,2,97,83,2023
31,26,,603,12,2023,24,11,6,603,4,9,320,320,2,3,97,71,2023
25,18,,1803,10,2023,8,10,18,1803,1,1,320,320,3,9,97,81,2023
65,45,,1302,4,2023,16,3,13,1302,4,4,320,320,2,1,97,921,2023
42,33,,101,8,2023,4,8,1,101,4,4,320,320,4,4,97,72,2023
20,20,,1326,3,2023,21,2,13,1326,9,1,320,320,9,9,97,99,2023
37,19,,802,2,2023,1,2,8,802,4,4,320,320,4,9,97,97,2023
25,23,,719,9,2023,26,7,7,719,1,1,320,320,2,2,97,921,2023
32,29,,1601,11,2023,12,11,16,1609,1,1,320,320,2,2,97,921,2023
21,18,,1202,7,2023,17,6,1,101,4,4,320,320,9,9,97,97,2023
27,27,,513,12,2023,10,12,5,513,4,4,320,320,4,4,97,31,2023
22,23,,207,7,2023,12,6,2,207,4,9,320,320,4,9,99,97,2023
31,31,,104,5,2023,4,5,1,104,4,1,320,320,2,9,35,97,2023
60,47,,914,12,2023,2,12,9,914,1,4,320,320,5,4,32,24,2023
35,28,,1610,1,2023,5,1,16,1610,1,1,320,320,4,4,34,97,2023
23,21,,1503,1,2023,6,1,15,1503,9,9,320,320,4,9,97,33,2023
24,24,,501,11,2023,17,11,5,501,4,4,320,320,4,4,97,31,2023
43,37,,203,1,2023,16,1,2,203,4,4,320,320,2,4,23,83,2023
35,32,,403,10,2023,13,10,4,403,9,9,320,320,2,2,97,71,2023
22,25,,117,9,2023,20,9,1,117,9,4,320,320,2,4,97,52,2023
33,26,,103,12,2023,2,11,1,113,4,4,320,320,3,3,97,72,2023
25,24,,1401,10,2023,4,8,14,1401,1,1,320,320,5,4,97,97,2023
44,44,,606,6,2023,25,4,6,606,4,4,320,320,2,2,97,921,2023
37,34,,101,1,2023,11,11,7,711,9,4,568,320,9,5,34,97,2023
26,23,,107,6,2023,2,6,1,107,4,5,320,320,4,3,97,97,2023
21,23,,1610,10,2023,14,10,16,1610,1,1,320,320,9,2,97,921,2023
39,33,,1017,9,2023,22,9,10,1017,1,1,320,320,2,1,97,71,2023
28,25,,1403,6,2023,7,6,14,1403,1,5,320,320,2,2,97,921,2023
26,23,,511,6,2023,27,5,5,511,1,4,320,320,2,4,32,921,2023
27,23,,1802,9,2023,4,9,18,1802,1,4,320,320,2,2,97,97,2023
25,20,,111,3,2023,4,3,1,111,9,1,320,320,3,9,97,921,2023
19,18,,901,6,2023,29,4,9,901,1,1,320,320,9,9,97,71,2023
39,34,,805,6,2023,15,5,8,805,1,1,320,320,2,1,97,97,2023
22,19,,1109,9,2023,6,8,11,1109,4,4,320,320,4,9,97,97,2023
60,46,,314,9,2023,16,9,3,301,9,4,380,320,4,5,12,31,2023
42,40,,1101,4,2023,4,4,11,1101,4,4,320,320,4,4,42,43,2023
70,64,,1206,3,2023,1,3,12,1206,1,1,320,320,1,1,97,921,2023
24,24,,921,12,2023,14,11,9,921,4,4,320,320,2,2,97,921,2023
41,37,,1701,10,2023,12,10,17,1701,4,4,320,320,3,3,52,97,2023
22,18,,1213,11,2023,3,11,12,1213,4,4,320,320,2,9,97,921,2023
36,28,,1202,3,2023,15,2,12,1202,4,4,320,320,5,4,52,97,2023
28,19,,204,12,2023,1,12,2,204,1,4,320,320,3,9,97,97,2023
21,20,,803,11,2023,7,11,8,803,1,1,320,320,9,9,97,75,2023
22,25,,401,9,2023,8,9,4,401,1,9,320,320,3,2,97,71,2023
24,31,,513,7,2023,28,6,5,513,4,4,320,320,3,4,97,91,2023
20,18,,401,4,2023,8,4,4,404,1,9,320,320,9,9,97,97,2023
34,32,,608,5,2023,12,5,6,608,4,4,320,320,4,4,97,23,2023
40,42,,1608,2,2023,5,1,16,1608,1,1,320,320,2,1,97,921,2023
32,29,,901,2,2023,29,1,9,914,1,1,320,320,2,2,75,83,2023
28,25,,401,4,2023,15,4,4,416,9,9,320,320,4,4,97,35,2023
29,25,,1215,5,2023,20,4,12,1215,4,4,320,320,2,2,97,921,2023
45,39,,1305,3,2023,21,3,13,1305,4,9,320,320,2,2,97,921,2023
25,19,,1406,2,2023,29,1,14,1406,9,1,320,320,9,9,97,99,2023
37,40,,1304,6,2023,5,6,13,1304,4,4,320,320,2,1,97,921,2023
25,21,,1501,9,2023,26,8,15,1507,9,9,320,320,3,9,34,97,2023
19,18,,1406,7,2023,14,7,14,1406,1,1,320,320,9,9,97,52,2023
30,44,,901,6,2023,5,6,9,901,4,4,320,320,4,2,97,83,2023
24,23,,2206,4,2023,16,12,22,2206,4,4,320,320,4,4,97,97,2023
23,18,,1215,4,2023,25,3,12,1219,4,4,320,320,2,9,97,921,2023
19,21,,1420,5,2023,21,4,14,1420,1,1,320,320,9,9,97,921,2023
23,23,,101,11,2023,10,11,1,101,5,4,320,320,4,4,97,97,2023
23,18,,922,6,2023,3,6,9,922,4,4,320,320,3,9,97,97,2023
19,19,,805,1,2023,28,11,8,805,1,1,320,320,9,9,97,52,2023
41,40,,2201,10,2023,6,10,22,2201,4,4,320,320,4,4,33,34,2023
24,25,,1406,11,2023,30,9,14,1406,1,1,320,320,4,2,75,97,2023
44,42,,1318,7,2023,24,7,13,1318,1,1,320,320,2,1,97,921,2023
30,41,,2203,8,2023,16,8,22,2203,4,4,320,320,1,4,97,921,2023
37,35,,606,8,2023,8,8,6,606,4,4,320,320,2,1,97,921,2023
25,28,,2001,6,2023,6,6,20,2009,4,4,320,320,4,9,34,72,2023
19,20,,1217,12,2023,2,12,9,920,4,4,320,320,9,9,97,34,2023
23,18,,705,9,2023,30,8,7,705,1,1,320,320,4,9,75,35,2023
26,22,,2011,9,2023,2,9,20,2011,4,4,320,320,4,4,34,97,2023
28,26,,1617,12,2023,24,11,16,1617,4,4,320,320,3,3,97,921,2023
25,24,,903,11,2023,18,11,9,901,4,4,320,320,4,4,97,32,2023
42,36,,106,8,2023,25,8,1,106,4,4,320,320,2,2,97,93,2023
31,27,,1613,5,2023,26,4,16,1613,1,1,320,320,2,3,97,97,2023
25,26,,1601,1,2023,24,11,16,1601,4,9,320,320,5,4,97,97,2023
20,18,,706,1,2023,22,12,7,706,1,1,320,320,9,9,97,921,2023
26,23,,1218,5,2023,12,5,12,1218,4,4,320,320,4,2,97,72,2023
63,44,,115,4,2023,18,3,6,609,4,4,320,320,4,2,97,52,2023
40,33,,409,6,2023,16,6,4,409,1,9,320,320,2,4,52,52,2023
25,21,,1608,3,2023,25,2,16,1608,1,1,320,320,1,9,97,921,2023
29,25,,101,6,2023,3,6,1,101,4,5,320,320,4,4,97,72,2023
44,36,,2217,3,2023,11,3,22,2201,4,5,320,320,3,2,91,71,2023
31,28,,1703,7,2023,21,5,17,1701,4,4,320,320,4,4,33,33,2023
28,21,,1602,5,2023,14,5,16,1602,1,9,320,320,2,9,97,921,2023
33,29,,304,7,2023,3,6,3,304,1,1,320,320,4,2,97,31,2023
31,24,,918,6,2023,28,4,9,918,1,1,320,320,1,3,97,71,2023
33,33,,1305,9,2023,8,9,13,1305,1,1,320,320,2,2,97,921,2023
23,20,,918,6,2023,4,5,9,918,1,1,320,320,4,9,34,97,2023
31,30,,1506,3,2023,10,3,15,1506,4,4,320,320,9,3,97,43,2023
43,39,,1101,12,2023,5,8,11,1101,4,1,320,320,2,1,97,921,2023
37,32,,1401,10,2023,24,9,14,1408,1,1,320,320,4,2,75,33,2023
50,35,,903,3,2023,21,2,9,903,1,1,320,320,3,1,97,921,2023
31,19,,1603,10,2023,15,10,16,1603,1,4,320,320,4,9,97,97,2023
20,18,,502,1,2023,23,12,5,502,4,4,320,320,9,9,97,921,2023
44,33,,102,11,2023,4,11,1,115,4,4,320,320,4,5,21,42,2023
32,33,,1406,8,2023,15,8,14,1406,1,1,320,320,2,1,97,52,2023
21,20,,1016,12,2023,7,12,10,1016,4,4,320,320,9,9,97,97,2023
39,33,,101,1,2023,12,12,1,101,9,4,320,320,4,4,52,97,2023
21,22,,1413,12,2023,5,12,14,1413,1,1,320,320,9,4,97,921,2023
21,19,,1210,5,2023,13,5,12,1210,4,4,320,320,9,9,97,51,2023
35,24,,101,4,2023,18,3,1,101,9,4,840,320,5,4,97,51,2023
27,21,,2102,10,2023,13,10,21,2102,4,4,320,320,3,9,97,921,2023
69,64,,919,7,2023,27,6,9,919,1,1,320,320,1,1,97,921,2023
24,21,,701,12,2023,9,12,7,701,1,1,320,320,2,9,97,52,2023
25,24,,2213,10,2023,22,10,22,2213,4,4,320,320,4,4,34,97,2023
26,26,,101,4,2023,15,4,1,101,4,4,320,320,4,4,97,97,2023
28,37,,1601,9,2023,3,9,16,1601,1,4,320,320,4,4,23,97,2023
27,24,,1805,7,2023,12,5,18,1801,4,4,320,320,2,3,97,921,2023
31,28,,1212,3,2023,25,3,12,1212,4,4,320,320,3,9,97,921,2023
28,26,,1601,11,2023,10,11,16,1609,1,1,320,320,4,2,97,51,2023
23,25,,401,11,2023,27,10,4,401,9,1,320,320,3,2,97,97,2023
37,39,,2001,11,2023,13,11,20,2001,4,4,320,320,2,5,23,52,2023
24,20,,601,5,2023,5,5,6,601,4,4,320,320,3,9,97,97,2023
35,18,,1709,3,2023,28,3,17,1709,4,4,320,320,3,9,97,97,2023
34,31,,1106,2,2023,21,2,11,1106,4,1,320,320,2,2,97,921,2023
27,18,,920,11,2023,22,11,9,920,4,4,320,320,3,9,97,97,2023
47,22,,201,6,2023,14,6,2,201,9,4,484,320,1,2,97,52,2023
43,18,,506,3,2023,18,2,5,506,4,4,320,320,1,9,97,921,2023
33,30,,1201,1,2023,21,1,12,1201,9,4,840,320,4,4,97,97,2023
25,21,,1603,8,2023,12,8,16,1603,1,9,320,320,4,9,97,34,2023
29,27,,101,2,2023,16,12,1,116,4,4,320,320,2,3,97,97,2023
27,20,,101,8,2023,10,8,1,101,4,4,320,320,4,9,97,97,2023
33,26,,117,8,2023,2,7,1,117,4,9,320,222,4,9,97,43,2023
52,44,,1609,4,2023,27,3,16,1609,1,1,320,320,2,1,97,26,2023
21,19,,1011,5,2023,2,5,10,1011,4,4,320,320,9,9,97,921,2023
21,22,,805,3,2023,24,1,8,805,1,1,320,320,9,2,97,52,2023
26,22,,2215,9,2023,31,8,22,2215,4,4,320,320,4,4,35,921,2023
26,25,,101,6,2023,4,3,3,301,4,4,320,320,4,4,35,97,2023
36,34,,601,3,2023,17,2,6,601,4,4,320,320,2,2,97,72,2023
19,22,,1313,1,2023,19,1,13,1313,1,9,320,320,9,9,99,921,2023
37,33,,401,1,2023,7,1,4,401,4,4,320,320,3,4,23,72,2023
19,19,,1606,4,2023,29,3,16,1606,1,1,320,320,9,9,97,921,2023
20,19,,1312,1,2023,4,1,5,502,4,4,320,320,9,9,35,97,2023
25,20,,614,2,2023,11,2,6,614,4,4,320,320,4,9,97,31,2023
31,18,,1904,10,2023,26,10,19,1904,4,4,320,320,2,9,97,921,2023
20,18,,1402,4,2023,28,3,14,1402,1,1,320,320,9,9,97,52,2023
25,25,,101,1,2023,16,12,1,108,9,9,320,320,4,4,43,97,2023
39,33,,501,11,2023,6,11,5,501,4,4,320,320,3,3,97,97,2023
43,34,,101,8,2023,25,5,1,101,9,4,218,320,1,5,26,97,2023
32,35,,1211,12,2023,5,12,12,1211,4,4,320,320,2,2,97,93,2023
21,19,,1204,1,2023,23,12,12,1204,4,4,320,320,9,9,97,921,2023
23,22,,1803,10,2023,28,10,18,1803,1,1,320,320,2,3,97,97,2023
24,23,,1316,9,2023,27,9,13,1316,1,1,320,320,2,2,97,921,2023
24,30,,2202,3,2023,27,1,22,2202,9,4,320,320,4,2,97,34,2023
32,28,,1105,1,2023,22,11,11,1105,4,4,320,320,4,3,97,34,2023
28,23,,1909,3,2023,15,3,19,1909,4,4,320,320,1,3,97,921,2023
46,48,,2201,5,2023,6,5,22,2201,4,4,320,320,3,2,97,83,2023
25,22,,101,10,2023,3,10,1,101,4,5,320,320,4,4,97,74,2023
28,28,,101,3,2023,11,3,1,101,4,4,320,320,4,4,97,97,2023
30,28,,1325,7,2023,21,6,13,1325,1,1,320,320,4,4,97,23,2023
31,25,,920,11,2023,25,11,9,920,4,4,320,320,4,3,97,42,2023
18,18,,501,4,2023,1,4,5,501,4,4,320,320,9,9,97,52,2023
54,52,,919,12,2023,3,11,9,919,1,1,320,320,1,1,97,921,2023
43,41,,102,6,2023,24,6,1,115,4,4,320,320,4,4,97,52,2023
63,56,,1204,3,2023,16,2,12,1204,1,1,320,320,2,2,97,921,2023
25,20,,203,5,2023,25,5,2,203,4,9,320,320,3,9,97,921,2023
20,23,,801,1,2023,15,1,8,801,1,4,320,320,9,4,97,99,2023
38,30,,1408,7,2023,4,7,14,1408,1,1,320,320,1,1,97,73,2023
38,19,,902,5,2023,29,4,9,902,1,4,320,320,2,9,97,71,2023
71,60,,1906,2,2023,31,1,19,1906,4,4,320,320,2,2,97,921,2023
20,26,,921,3,2023,14,2,11,1101,4,4,320,320,9,3,97,921,2023
24,28,,111,2,2023,27,1,1,111,9,1,320,320,2,1,97,52,2023
42,24,,2101,10,2023,21,9,21,2101,4,9,320,320,2,3,97,921,2023
53,52,,1205,3,2023,3,3,12,1205,1,1,320,320,2,2,97,921,2023
26,24,,1601,6,2023,10,6,15,1508,1,1,320,320,2,2,97,921,2023
37,35,,1611,5,2023,18,4,16,1611,1,1,320,320,1,1,97,921,2023
38,31,,1401,3,2023,4,3,14,1401,4,4,320,320,4,4,32,23,2023
30,23,,101,2,2023,23,1,1,101,4,4,320,320,4,4,97,97,2023
29,24,,405,5,2023,20,5,4,406,4,4,320,320,2,2,97,921,2023
21,22,,107,3,2023,4,3,1,107,5,9,320,320,9,4,97,99,2023
24,25,,920,9,2023,17,9,9,920,4,4,320,320,4,4,97,97,2023
31,27,,2005,11,2023,11,11,20,2004,4,4,320,320,5,4,23,97,2023
37,32,,1614,8,2023,2,8,16,1614,4,1,320,320,2,2,97,921,2023
31,26,,1220,4,2023,15,4,12,1220,4,4,320,320,2,4,43,921,2023
27,22,,110,6,2023,6,5,1,110,4,1,320,320,4,4,97,97,2023
28,32,,1207,11,2023,27,11,12,1207,4,4,320,320,3,2,97,921,2023
26,23,,1603,7,2023,15,7,16,1603,1,9,320,320,2,2,97,310,2023
28,31,,1712,12,2023,15,12,17,1712,4,4,320,320,4,4,43,43,2023
28,22,,704,7,2023,15,6,9,901,4,1,320,320,2,2,52,71,2023
36,27,,115,1,2023,2,12,1,115,4,4,320,320,3,3,97,71,2023
33,19,,1230,1,2023,9,1,12,1230,4,4,320,320,2,9,97,921,2023
65,60,,1501,6,2023,26,6,15,1501,4,4,320,320,1,1,97,921,2023
23,23,,101,1,2023,9,12,1,1202,1,9,320,320,2,2,97,821,2023
24,21,,108,3,2023,22,1,1,108,9,4,320,320,4,9,97,97,2023
93,70,,1705,2,2023,8,2,17,1705,4,4,320,320,1,1,97,921,2023
31,24,,1609,3,2023,11,2,16,1609,1,1,320,320,4,2,97,97,2023
33,29,,805,1,2023,5,12,8,805,1,1,320,320,2,4,97,52,2023
22,29,,906,12,2023,1,12,9,906,1,1,320,320,4,4,35,97,2023
23,999,,1902,8,2023,22,7,19,1902,4,9,320,840,4,1,97,97,2023
26,20,,101,1,2023,16,12,1,102,4,4,320,320,4,9,97,74,2023
20,21,,719,10,2023,7,10,7,719,1,1,320,320,9,9,97,52,2023
38,35,,101,5,2023,16,12,1,102,4,4,320,320,4,5,23,83,2023
29,19,,1705,3,2023,23,2,17,1705,4,4,320,320,2,9,97,921,2023
28,27,,101,10,2023,8,10,1,101,4,4,320,320,4,5,22,97,2023
24,19,,306,2,2023,9,1,3,306,9,1,320,320,2,9,97,72,2023
20,24,,1601,4,2023,3,4,16,1601,1,9,320,320,9,3,97,921,2023
41,29,,1709,4,2023,12,4,17,1709,1,1,320,320,3,1,97,921,2023
34,25,,201,8,2023,8,8,2,201,4,4,320,320,5,4,97,97,2023
27,24,,116,12,2023,9,12,1,116,4,4,320,320,4,4,97,97,2023
40,45,,101,3,2023,18,1,2,206,4,4,320,320,4,4,41,43,2023
28,23,,801,5,2023,25,5,8,801,5,1,320,320,4,4,97,97,2023
38,40,,904,5,2023,15,5,9,904,4,1,320,320,4,4,23,23,2023
36,31,,101,1,2023,2,12,3,301,4,4,320,320,5,5,24,97,2023
28,28,,101,4,2023,11,3,1,101,1,4,320,320,4,4,97,97,2023
21,27,,805,12,2023,8,11,8,805,1,1,320,320,9,2,97,921,2023
19,20,,1412,9,2023,26,8,14,1412,1,1,320,320,9,9,97,93,2023
29,31,,2001,10,2023,15,10,20,2001,4,4,320,320,4,4,97,97,2023
26,18,,904,8,2023,4,7,9,904,4,1,320,320,4,9,97,97,2023
24,24,,101,6,2023,24,3,1,101,9,4,222,320,4,4,97,97,2023
44,39,,513,3,2023,9,3,5,513,4,4,320,320,2,2,97,921,2023
27,23,,1805,10,2023,21,9,18,1805,4,4,320,320,2,2,97,921,2023
23,19,,502,3,2023,25,2,5,502,9,4,320,320,4,9,97,97,2023
19,20,,1420,6,2023,26,5,14,1420,4,1,320,320,9,9,97,97,2023
19,18,,903,9,2023,30,7,9,901,1,1,320,320,9,9,97,71,2023
27,28,,110,2,2023,20,1,1,110,1,1,320,320,2,2,75,921,2023
21,18,,1202,1,2023,9,12,1,1202,1,4,320,320,9,9,97,81,2023
51,47,,108,8,2023,1,7,3,308,4,4,320,320,4,4,97,97,2023
35,23,,1904,10,2023,22,9,19,1904,5,4,320,320,1,2,97,921,2023
43,30,,1421,11,2023,28,11,14,1421,1,1,320,320,2,2,97,75,2023
23,24,,1903,6,2023,14,6,19,1903,4,4,320,320,3,4,97,97,2023
38,29,,1101,2,2023,6,2,11,1101,4,4,320,320,4,4,97,71,2023
26,24,,1216,11,2023,18,11,12,1216,4,4,320,320,2,4,97,921,2023
63,52,,924,3,2023,27,2,9,924,4,4,320,320,2,2,97,921,2023
33,30,,101,8,2023,29,7,1,113,4,4,320,320,2,3,97,96,2023
23,21,,908,1,2023,14,12,9,907,1,1,320,320,2,9,97,93,2023
25,25,,407,5,2023,20,5,4,407,1,1,320,320,2,2,97,921,2023
25,24,,705,10,2023,30,9,7,705,1,9,320,320,4,5,97,32,2023
26,27,,805,9,2023,31,7,8,805,1,1,320,320,2,3,97,52,2023
61,60,,1301,1,2023,7,11,13,1301,1,1,320,320,1,1,97,921,2023
26,25,,502,8,2023,28,6,5,502,4,4,320,320,4,4,97,97,2023
33,29,,1202,12,2023,10,12,12,1202,1,4,320,320,3,4,97,97,2023
21,19,,1420,8,2023,14,7,14,1420,4,1,320,320,9,9,97,921,2023
38,32,,101,10,2023,17,10,1,101,4,9,320,840,4,5,22,97,2023
76,50,,1403,10,2023,24,3,14,1403,1,1,320,320,2,1,53,921,2023
30,22,,705,7,2023,14,7,7,705,1,1,320,320,4,4,97,31,2023
38,29,,101,11,2023,4,11,3,301,4,4,320,320,4,3,51,42,2023
40,25,,1223,10,2023,7,9,12,1223,1,1,320,320,2,2,97,921,2023
27,22,,1401,1,2023,19,1,14,1401,4,1,320,320,2,2,52,52,2023
60,45,,507,5,2023,5,5,5,507,4,4,320,320,1,1,97,97,2023
53,47,,111,9,2023,24,9,1,111,1,4,320,320,2,2,97,921,2023
21,23,,1420,9,2023,12,9,14,1420,1,1,320,320,9,2,97,541,2023
22,22,,601,10,2023,22,9,6,601,4,4,320,320,4,4,97,51,2023
23,26,,415,6,2023,24,6,4,415,4,4,320,320,3,3,97,97,2023
34,30,,101,5,2023,14,4,1,113,4,4,320,320,4,4,33,97,2023
39,35,,920,11,2023,27,11,9,920,4,4,320,320,5,4,41,97,2023
20,18,,1710,4,2023,3,4,17,1710,9,1,320,320,9,9,97,99,2023
27,29,,701,2,2023,17,1,7,701,1,1,320,320,3,2,52,52,2023
26,30,,2101,5,2023,27,4,21,2101,9,4,320,320,3,2,97,921,2023
22,20,,1011,7,2023,17,6,6,609,4,4,320,320,4,9,97,97,2023
68,61,,101,12,2023,27,11,1,101,4,4,320,320,1,2,97,71,2023
45,43,,1301,1,2023,12,12,13,1301,4,4,320,320,2,2,97,921,2023
77,75,,1413,12,2023,18,12,14,1413,1,1,320,320,1,1,97,921,2023
18,20,,102,10,2023,13,10,1,102,4,4,320,320,9,9,97,35,2023
27,24,,1001,8,2023,8,7,10,1001,4,5,320,320,4,4,97,97,2023
56,53,,501,5,2023,25,5,5,501,4,4,320,320,2,2,97,97,2023
23,21,,1508,12,2023,16,11,15,1508,1,1,320,320,2,9,97,921,2023
27,22,,601,5,2023,14,4,6,601,4,4,320,320,3,2,97,97,2023
27,21,,1327,8,2023,21,7,13,1327,1,4,320,320,3,9,97,921,2023
27,25,,1013,7,2023,29,6,10,1013,1,9,320,320,2,1,97,921,2023
28,25,,306,9,2023,2,9,3,306,1,9,320,320,3,4,97,921,2023
36,21,,101,5,2023,2,4,3,308,4,4,320,320,5,9,97,35,2023
28,21,,1310,4,2023,21,3,13,1310,1,1,320,320,2,9,52,52,2023
32,24,,101,11,2023,4,11,1,102,9,4,340,320,6,5,97,22,2023
21,20,,2201,1,2023,21,12,22,2201,4,4,320,320,9,9,97,72,2023
30,27,,1322,9,2023,14,8,13,1322,1,1,320,320,4,2,97,23,2023
20,18,,901,6,2023,28,5,9,901,1,4,320,320,9,9,97,71,2023
32,30,,1902,12,2023,19,12,19,1902,4,1,320,320,3,4,97,52,2023
36,30,,1310,10,2023,29,9,10,1310,4,4,320,320,2,2,97,921,2023
21,21,,914,11,2023,21,10,9,901,4,4,320,320,9,9,97,97,2023
34,36,,1702,7,2023,21,7,5,1702,4,4,320,320,2,1,97,75,2023
20,20,,901,11,2023,24,9,9,901,4,4,320,320,9,9,97,97,2023
31,37,,1418,9,2023,29,7,14,1418,4,4,320,320,3,3,97,97,2023
