DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PUEHOM,PUEMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ,AÑOOCU
19,1901,7,2014,6,6,19,1901,999,999,9,9,76,320,9,9,34,99,2014
10,1001,4,2014,10,3,10,1001,999,999,9,9,76,320,9,9,99,99,2014
1,101,9,2014,4,8,3,301,999,999,4,4,76,320,9,9,99,99,2014
3,309,1,2015,7,8,3,309,30,27,9,9,124,320,1,1,52,99,2014
10,1001,5,2014,4,4,10,1001,999,999,9,9,156,320,9,9,52,99,2014
1,101,5,2015,5,12,1,101,48,999,4,9,156,320,4,1,52,51,2014
18,1801,10,2014,11,9,18,1801,999,999,9,9,188,320,9,9,99,99,2014
1,101,10,2014,17,6,1,101,36,37,4,4,188,320,5,5,21,21,2014
18,1801,12,2014,17,10,18,1801,999,999,9,9,192,320,9,9,34,99,2014
8,801,9,2014,21,7,1,101,29,36,9,4,192,320,1,5,99,22,2014
1,101,6,2014,13,2,1,101,48,38,9,9,192,320,1,1,99,99,2014
10,1001,8,2014,26,5,1,101,999,999,9,9,192,320,9,9,99,99,2014
1,101,5,2015,17,9,1,101,999,999,9,9,192,320,9,9,26,52,2014
1,101,1,2015,4,9,1,101,42,34,9,4,208,320,1,5,52,52,2014
1,101,9,2014,14,8,1,101,999,999,9,9,212,320,9,9,21,34,2014
1,101,3,2014,7,2,1,101,45,39,9,4,214,320,1,5,52,12,2014
1,101,8,2014,24,4,1,101,44,999,9,9,218,320,1,9,99,99,2014
1,101,5,2015,6,11,1,101,30,30,9,4,218,320,1,4,99,99,2014
1,101,12,2014,6,10,3,301,37,27,9,4,222,320,1,5,21,99,2014
1,101,7,2014,6,6,1,101,34,33,9,4,222,320,1,5,22,21,2014
1,101,5,2014,5,3,1,101,42,999,9,9,222,320,1,9,99,99,2014
1,101,9,2014,7,7,1,113,999,999,9,9,222,320,9,9,99,99,2014
1,101,6,2014,24,3,1,101,61,48,9,9,222,320,9,5,99,99,2014
1,101,5,2014,9,4,3,303,999,999,9,9,222,320,9,1,99,99,2014
22,2201,9,2014,28,7,22,2201,999,999,9,9,222,320,9,9,99,99,2014
1,101,12,2014,1,10,1,101,999,999,9,9,276,320,9,9,99,99,2014
1,101,2,2014,20,1,1,101,80,999,9,9,276,320,9,9,99,41,2014
1,101,1,2015,14,10,1,101,999,999,9,9,276,320,9,9,99,99,2014
1,101,1,2015,10,12,1,101,999,999,9,9,276,320,9,9,99,99,2014
1,115,11,2014,23,7,1,115,34,999,1,9,320,320,3,9,12,99,2014
9,920,10,2014,1,8,9,920,23,26,4,4,320,320,3,3,12,99,2014
22,2201,9,2014,12,8,22,2201,27,23,4,4,320,320,2,4,13,43,2014
13,1301,7,2014,21,5,13,1303,999,45,9,4,320,320,1,9,13,99,2014
1,101,2,2015,17,11,1,114,28,27,9,4,320,320,1,4,12,21,2014
9,920,10,2014,22,2,9,920,30,23,4,4,320,170,5,4,26,44,2014
19,1905,12,2014,28,10,1,101,999,999,9,9,320,192,9,9,99,99,2014
6,608,10,2014,3,9,1,101,27,34,4,9,320,192,5,1,99,99,2014
1,101,10,2014,26,8,1,101,999,999,9,9,320,222,9,9,99,99,2014
1,101,11,2014,14,10,1,101,999,999,9,9,320,222,9,9,99,99,2014
1,101,12,2014,9,10,22,2205,54,999,4,9,320,222,4,1,75,99,2014
19,1905,10,2014,25,8,19,1905,999,999,9,9,320,320,9,9,92,99,2014
5,513,10,2014,7,7,5,513,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,24,7,1,101,999,999,9,9,320,320,9,9,99,99,2014
21,2101,10,2014,11,8,21,2101,999,999,9,9,320,320,9,1,52,23,2014
9,920,10,2014,27,3,9,920,999,999,9,9,320,320,9,9,99,99,2014
21,2101,10,2014,27,8,21,2101,999,999,9,9,320,320,9,9,33,23,2014
15,1506,10,2014,20,8,15,1506,999,999,9,9,320,320,9,9,61,99,2014
1,101,10,2014,12,5,1,108,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,1,4,1,101,999,999,9,9,320,320,9,1,34,23,2014
1,101,10,2014,14,5,1,115,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,28,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,7,7,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,7,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
22,2205,10,2014,19,8,22,2205,999,999,9,9,320,320,9,9,99,99,2014
9,904,10,2014,26,8,9,904,999,999,9,9,320,320,1,1,99,99,2014
1,101,10,2014,22,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,1,4,1,108,999,999,9,9,320,320,1,1,99,99,2014
1,101,10,2014,13,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
22,2202,10,2014,26,8,18,1801,999,999,9,9,320,320,9,9,99,99,2014
18,1801,10,2014,7,4,18,1801,999,999,9,9,320,320,9,9,99,99,2014
18,1801,10,2014,31,7,18,1802,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,6,5,1,101,999,999,9,9,320,320,9,9,99,99,2014
13,1301,10,2014,11,9,13,1331,999,999,9,9,320,320,9,9,61,99,2014
1,101,10,2014,12,6,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,22,6,1,117,999,999,9,9,320,320,9,9,99,99,2014
19,1905,10,2014,12,8,19,1905,999,999,9,9,320,320,9,9,99,99,2014
12,1207,10,2014,16,7,12,1207,999,999,9,9,320,320,9,9,23,99,2014
1,101,10,2014,23,4,1,108,999,999,9,9,320,320,1,1,99,99,2014
14,1412,10,2014,27,8,14,1412,999,999,9,9,320,320,9,9,99,99,2014
14,1412,10,2014,18,6,14,1412,999,999,9,9,320,320,9,9,99,99,2014
22,2214,10,2014,20,8,22,2214,999,999,9,9,320,320,9,9,61,99,2014
1,101,10,2014,16,6,1,101,999,999,9,9,320,320,9,9,24,99,2014
1,115,10,2014,1,9,1,115,999,999,9,9,320,320,1,9,99,99,2014
22,2203,10,2014,19,8,22,2203,999,999,9,9,320,320,9,9,92,99,2014
9,914,10,2014,5,8,9,914,999,999,9,9,320,320,9,9,92,99,2014
1,101,10,2014,18,8,1,107,999,999,9,9,320,320,9,9,99,99,2014
13,1329,10,2014,5,8,13,1329,999,999,9,9,320,320,9,9,61,99,2014
4,403,10,2014,12,5,1,101,999,999,9,9,320,320,9,9,99,99,2014
4,413,10,2014,3,6,4,413,999,999,9,9,320,320,9,9,99,99,2014
9,920,10,2014,29,4,9,920,999,999,9,9,320,320,9,9,71,41,2014
6,609,10,2014,5,9,6,609,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,10,4,1,108,999,999,9,9,320,320,9,9,99,99,2014
14,1404,10,2014,12,8,14,1404,999,999,9,9,320,320,9,9,99,99,2014
16,1601,10,2014,10,9,16,1601,999,999,9,9,320,320,9,9,23,99,2014
11,1101,10,2014,9,7,11,1101,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,1,7,1,101,999,999,9,9,320,320,1,1,52,99,2014
1,101,10,2014,3,7,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,9,7,1,108,999,999,9,9,320,320,9,9,99,99,2014
8,802,10,2014,14,7,8,802,999,999,9,9,320,320,9,9,99,99,2014
18,1805,10,2014,7,7,18,1805,999,999,9,9,320,320,9,9,61,23,2014
19,1905,10,2014,20,8,19,1903,999,999,9,9,320,320,9,9,99,41,2014
14,1421,10,2014,11,9,5,508,999,999,9,9,320,320,9,9,99,99,2014
20,2007,10,2014,26,6,20,2007,999,999,9,9,320,320,9,9,61,99,2014
1,101,10,2014,23,7,1,101,999,999,9,9,320,320,9,9,99,99,2014
14,1406,10,2014,26,5,14,1406,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,7,7,1,101,999,999,9,9,320,320,9,9,99,99,2014
16,1601,10,2014,3,6,16,1601,999,999,9,9,320,320,9,9,43,99,2014
16,1601,10,2014,15,4,16,1601,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,21,2,1,101,999,999,9,9,320,320,9,9,75,99,2014
5,502,10,2014,1,8,5,511,999,999,9,9,320,320,9,9,99,99,2014
1,113,10,2014,10,9,1,113,999,999,9,9,320,320,9,9,72,99,2014
14,1412,10,2014,17,9,14,1412,999,999,9,9,320,320,9,9,99,99,2014
22,2205,10,2014,25,9,22,2205,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,11,4,1,101,999,999,9,9,320,320,9,9,43,33,2014
1,113,10,2014,5,8,1,113,999,999,9,9,320,320,9,9,71,99,2014
1,110,10,2014,10,7,1,110,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,20,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
11,1109,10,2014,18,7,11,1109,999,999,9,9,320,320,9,9,61,99,2014
10,1009,10,2014,24,7,10,1001,999,999,9,9,320,320,1,9,52,99,2014
1,116,10,2014,3,7,1,116,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,11,7,1,106,999,999,9,9,320,320,9,9,99,99,2014
1,116,10,2014,10,7,1,116,999,999,9,9,320,320,9,9,99,99,2014
18,1801,10,2014,13,6,18,1801,999,999,9,9,320,320,9,9,99,99,2014
9,901,10,2014,3,9,9,901,999,999,9,9,320,320,9,1,99,99,2014
22,2201,10,2014,17,9,22,2201,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,5,9,1,101,999,999,9,9,320,320,9,9,99,99,2014
5,503,10,2014,1,8,5,503,999,999,9,9,320,320,9,9,99,99,2014
22,2203,10,2014,29,8,22,2203,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,1,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,115,10,2014,21,5,1,115,999,999,9,9,320,320,9,9,61,99,2014
1,101,10,2014,19,6,1,101,999,999,9,9,320,320,1,9,43,41,2014
1,101,10,2014,5,9,1,101,999,999,9,9,320,320,9,9,52,99,2014
6,604,10,2014,22,9,1,101,999,999,9,9,320,320,9,9,99,99,2014
10,1001,10,2014,11,9,10,1009,999,999,9,9,320,320,9,9,61,99,2014
2,201,10,2014,12,5,2,207,999,999,9,9,320,320,9,9,99,99,2014
9,901,10,2014,22,8,9,901,999,999,9,9,320,320,9,9,35,23,2014
14,1401,10,2014,18,7,14,1401,999,999,9,9,320,320,9,9,99,99,2014
14,1401,10,2014,21,7,14,1401,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,11,9,1,101,999,999,9,9,320,320,9,9,22,41,2014
5,509,10,2014,8,9,1,101,999,999,9,9,320,320,9,9,23,35,2014
5,509,10,2014,8,9,5,510,999,999,9,9,320,320,9,9,25,33,2014
1,101,10,2014,22,9,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,31,7,3,301,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,3,10,1,101,999,999,9,9,320,320,9,9,71,99,2014
1,101,10,2014,28,7,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,10,7,1,101,999,999,9,9,320,320,1,1,75,99,2014
17,1712,10,2014,25,6,17,1712,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,10,7,1,101,999,999,9,9,320,320,9,9,22,43,2014
17,1712,10,2014,1,7,17,1712,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,17,7,1,101,999,999,9,9,320,320,9,9,99,99,2014
16,1615,10,2014,14,9,16,1615,999,999,9,9,320,320,9,9,61,99,2014
1,101,10,2014,11,3,1,101,999,999,9,9,320,320,9,9,93,99,2014
1,101,10,2014,4,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
9,910,10,2014,11,9,9,909,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,11,7,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,29,7,1,101,999,999,9,9,320,320,9,9,25,41,2014
17,1712,10,2014,10,6,17,1712,999,999,9,9,320,320,9,9,99,99,2014
13,1312,10,2014,22,8,13,1312,999,999,9,9,320,320,9,9,61,99,2014
14,1412,10,2014,17,9,14,1412,999,999,9,9,320,320,9,9,99,99,2014
9,920,10,2014,20,8,9,920,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,29,8,1,101,999,999,9,9,320,320,9,9,61,99,2014
1,101,10,2014,18,7,1,101,999,999,9,9,320,320,9,9,52,41,2014
16,1615,10,2014,24,7,12,1202,999,999,9,9,320,320,9,9,35,41,2014
1,101,10,2014,4,9,1,101,999,999,9,9,320,320,9,9,99,99,2014
19,1901,10,2014,18,6,19,1901,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,10,7,17,1709,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,23,7,1,108,999,999,9,9,320,320,9,9,99,99,2014
10,1001,10,2014,25,9,10,1001,999,999,9,9,320,320,9,9,52,99,2014
9,920,10,2014,21,8,9,920,999,999,9,9,320,320,9,9,99,99,2014
19,1902,10,2014,28,8,19,1901,999,999,9,9,320,320,9,9,61,99,2014
6,601,10,2014,16,9,16,1601,999,999,9,9,320,320,9,9,22,26,2014
1,101,10,2014,26,6,1,101,999,999,9,9,320,320,1,1,99,99,2014
5,504,10,2014,10,9,5,502,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,22,9,1,101,999,999,9,9,320,320,9,9,41,99,2014
4,401,10,2014,26,5,1,101,999,999,9,9,320,320,9,9,23,23,2014
1,101,10,2014,26,6,10,1002,999,999,9,9,320,320,1,9,61,99,2014
1,101,10,2014,2,7,1,101,999,999,9,9,320,320,9,9,26,26,2014
19,1901,10,2014,28,8,19,1901,999,999,9,9,320,320,9,9,99,99,2014
9,902,10,2014,24,7,9,902,999,999,9,9,320,320,9,9,99,99,2014
9,923,10,2014,7,7,9,923,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,24,7,1,101,999,999,9,9,320,320,9,9,99,99,2014
22,2203,10,2014,11,9,22,2203,999,999,9,9,320,320,9,9,92,99,2014
9,901,10,2014,18,8,9,901,999,999,9,9,320,320,9,9,61,23,2014
9,901,10,2014,19,8,9,901,999,999,9,9,320,320,9,9,81,99,2014
9,901,10,2014,7,7,9,901,999,999,9,9,320,320,9,9,99,23,2014
6,604,10,2014,22,9,1,101,999,999,9,9,320,320,9,9,99,99,2014
9,910,10,2014,20,5,9,901,999,999,9,9,320,320,9,9,72,99,2014
1,101,10,2014,1,8,1,115,999,999,9,9,320,320,9,9,71,99,2014
6,611,10,2014,9,9,6,611,999,999,9,9,320,320,9,9,99,99,2014
1,113,10,2014,11,9,1,113,999,999,9,9,320,320,9,9,31,99,2014
12,1216,10,2014,26,5,12,1216,999,999,9,9,320,320,1,9,99,99,2014
9,920,10,2014,13,10,9,920,999,999,9,9,320,320,1,1,71,99,2014
5,504,10,2014,1,8,5,502,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,19,9,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,12,9,17,1712,999,999,9,9,320,320,1,9,99,99,2014
1,101,10,2014,21,8,14,1406,999,999,9,9,320,320,9,9,99,99,2014
9,914,10,2014,9,6,9,914,999,999,9,9,320,320,9,9,31,75,2014
5,505,10,2014,7,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,26,9,1,101,999,999,9,9,320,320,9,9,99,99,2014
9,909,10,2014,20,8,9,909,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,31,7,1,115,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,22,8,1,101,999,999,9,9,320,320,1,9,31,99,2014
2,201,10,2014,5,9,18,1804,999,999,9,9,320,320,9,9,99,99,2014
1,115,10,2014,28,5,1,108,999,999,9,9,320,320,9,9,99,99,2014
19,1901,10,2014,19,8,19,1901,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,24,9,1,101,999,999,9,9,320,320,9,9,99,99,2014
13,1301,10,2014,17,9,13,1301,999,999,9,9,320,320,9,9,99,99,2014
21,2101,10,2014,3,9,21,2101,999,999,9,9,320,320,9,9,92,99,2014
1,110,10,2014,19,9,1,110,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,22,9,1,117,999,999,9,9,320,320,1,9,99,99,2014
1,101,10,2014,22,7,8,805,999,999,9,9,320,320,1,1,52,99,2014
1,108,10,2014,2,6,1,108,999,999,9,9,320,320,9,9,99,99,2014
22,2212,10,2014,14,8,1,101,999,999,9,9,320,320,9,1,52,99,2014
1,101,10,2014,23,5,1,101,999,999,9,9,320,320,9,9,99,99,2014
12,1212,10,2014,24,9,12,1212,999,999,9,9,320,320,9,9,61,99,2014
21,2106,10,2014,4,9,21,2106,999,999,9,9,320,320,9,9,52,99,2014
12,1212,10,2014,19,9,12,1212,999,999,9,9,320,320,1,9,61,99,2014
20,2001,10,2014,23,1,20,2001,999,999,9,9,320,320,9,9,99,99,2014
16,1601,10,2014,12,8,16,1605,999,999,9,9,320,320,9,9,99,99,2014
20,2001,10,2014,28,7,20,2001,999,999,9,9,320,320,9,9,99,99,2014
20,2001,10,2014,24,7,20,2001,999,999,9,9,320,320,9,9,61,99,2014
1,101,10,2014,27,2,1,101,999,999,9,9,320,320,1,1,99,99,2014
1,101,10,2014,29,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,10,7,1,101,999,999,9,9,320,320,9,1,99,99,2014
1,108,10,2014,4,8,1,108,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,8,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,12,8,1,101,999,999,9,9,320,320,9,9,52,51,2014
1,115,10,2014,22,7,1,115,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,16,9,1,101,999,999,9,9,320,320,9,9,51,51,2014
18,1804,10,2014,19,8,18,1805,999,999,9,9,320,320,9,9,61,99,2014
16,1601,10,2014,4,9,16,1601,999,999,9,9,320,320,9,9,51,99,2014
1,101,10,2014,12,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,26,6,1,117,999,999,9,9,320,320,9,9,99,99,2014
15,1506,10,2014,25,8,15,1506,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,4,7,1,101,999,999,9,9,320,320,1,1,34,99,2014
5,501,10,2014,22,9,5,501,999,999,9,9,320,320,9,9,99,99,2014
15,1503,10,2014,5,8,15,1503,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,9,9,1,101,999,999,9,9,320,320,9,9,43,41,2014
1,101,10,2014,4,6,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,24,7,1,115,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,2,9,1,101,999,999,9,9,320,320,9,9,99,24,2014
1,101,10,2014,29,5,10,1013,999,999,9,9,320,320,9,9,99,99,2014
18,1803,10,2014,10,9,18,1803,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,21,7,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,9,7,1,101,999,999,9,9,320,320,9,9,31,43,2014
11,1101,10,2014,7,10,11,1101,999,999,9,9,320,320,9,9,72,99,2014
1,101,10,2014,11,9,1,101,999,999,9,9,320,320,9,9,99,99,2014
5,506,10,2014,7,10,5,506,999,999,9,9,320,320,9,9,99,99,2014
5,504,10,2014,11,8,5,504,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,24,2,1,101,999,999,9,9,320,320,9,9,99,43,2014
1,101,10,2014,22,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,8,8,1,101,999,999,9,9,320,320,9,9,43,99,2014
1,101,10,2014,21,7,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,22,8,1,108,999,999,9,9,320,320,1,1,99,99,2014
5,507,10,2014,13,8,5,507,999,999,9,9,320,320,9,1,99,99,2014
3,312,10,2014,17,9,3,312,999,999,9,9,320,320,9,1,99,99,2014
19,1905,10,2014,23,6,19,1905,999,999,9,9,320,320,9,9,99,99,2014
13,1304,10,2014,20,1,12,1207,999,999,9,9,320,320,9,9,61,99,2014
5,502,10,2014,15,8,5,502,999,999,9,9,320,320,9,9,99,99,2014
18,1804,10,2014,19,9,18,1804,999,999,9,9,320,320,9,9,99,99,2014
18,1804,10,2014,8,9,18,1804,999,999,9,9,320,320,9,9,99,99,2014
16,1604,10,2014,19,9,16,1604,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,25,6,1,101,999,999,9,9,320,320,9,9,99,99,2014
18,1805,10,2014,11,7,18,1805,999,999,9,9,320,320,9,9,72,99,2014
5,502,10,2014,17,7,5,502,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,3,7,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,25,9,1,107,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,3,3,1,101,999,999,9,9,320,320,9,9,99,41,2014
1,101,10,2014,19,9,3,307,999,999,9,9,320,320,9,3,99,99,2014
1,101,10,2014,27,6,16,1613,999,999,9,9,320,320,9,9,99,99,2014
20,2001,10,2014,1,7,20,2001,999,999,9,9,320,320,9,9,99,99,2014
1,101,10,2014,19,8,15,1501,999,999,9,9,320,320,1,1,99,99,2014
1,103,10,2014,12,9,1,101,999,999,9,9,320,320,9,9,99,99,2014
9,904,10,2014,9,9,9,904,999,999,9,9,320,320,9,9,99,99,2014
1,115,10,2014,21,7,1,101,999,999,9,9,320,320,9,9,99,99,2014
13,1306,10,2014,19,3,13,1306,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,3,9,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,26,9,1,101,999,999,9,9,320,320,9,9,43,23,2014
22,2211,11,2014,28,7,22,2211,999,999,9,9,320,320,9,9,92,99,2014
11,1101,11,2014,21,9,11,1107,999,999,9,9,320,320,9,9,99,99,2014
5,501,11,2014,5,9,5,501,999,999,9,9,320,320,9,9,99,99,2014
12,1201,11,2014,4,8,1,101,999,999,9,9,320,320,9,9,26,23,2014
5,506,11,2014,6,10,5,506,999,999,9,9,320,320,9,9,99,99,2014
5,506,11,2014,24,7,5,506,999,999,9,9,320,320,9,9,99,99,2014
12,1201,11,2014,28,8,12,1201,999,999,9,9,320,320,1,1,99,99,2014
10,1001,11,2014,3,10,10,1001,999,999,9,9,320,320,9,9,99,99,2014
7,701,11,2014,10,9,10,1014,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,5,9,1,101,999,999,9,9,320,320,9,9,72,99,2014
1,101,11,2014,28,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,114,11,2014,7,7,1,114,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,10,7,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,14,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,117,11,2014,29,9,6,614,999,999,9,9,320,320,9,9,99,99,2014
12,1201,11,2014,21,10,12,1201,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,29,8,1,101,999,999,9,9,320,320,9,9,21,23,2014
18,1802,11,2014,15,10,1,108,999,999,9,9,320,320,1,9,93,99,2014
1,101,11,2014,4,9,3,301,999,999,9,9,320,320,9,9,99,99,2014
1,116,11,2014,8,9,1,117,999,999,9,9,320,320,9,9,99,99,2014
1,117,11,2014,22,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,29,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,25,7,1,101,999,999,9,9,320,320,9,9,32,32,2014
13,1317,11,2014,10,2,13,1317,999,999,9,9,320,320,9,9,99,99,2014
22,2202,11,2014,26,9,22,2202,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,7,3,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,24,6,1,115,999,999,9,9,320,320,9,9,72,99,2014
9,904,11,2014,16,6,9,904,999,999,9,9,320,320,1,1,99,99,2014
1,101,11,2014,17,3,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,13,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,29,9,1,101,999,999,9,9,320,320,9,9,99,41,2014
1,101,11,2014,4,9,5,503,999,999,9,9,320,320,9,9,99,99,2014
5,502,11,2014,27,8,5,502,999,999,9,9,320,320,9,9,23,23,2014
11,1101,11,2014,5,8,11,1101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,29,8,1,108,999,999,9,9,320,320,9,9,99,99,2014
12,1202,11,2014,24,7,12,1202,999,999,9,9,320,320,1,1,61,99,2014
13,1301,11,2014,17,3,13,1301,999,999,9,9,320,320,9,9,99,99,2014
5,510,11,2014,8,8,5,505,999,999,9,9,320,320,9,9,99,99,2014
22,2211,11,2014,12,5,22,2211,999,999,9,9,320,320,9,9,61,99,2014
1,115,11,2014,2,10,1,108,999,999,9,9,320,320,1,1,52,99,2014
1,101,11,2014,12,8,1,101,999,999,9,9,320,320,1,1,99,99,2014
1,101,11,2014,14,4,1,101,999,999,9,9,320,320,9,9,99,99,2014
22,2201,11,2014,8,8,22,2201,999,999,9,9,320,320,9,9,99,99,2014
6,606,11,2014,7,10,1,101,999,999,9,9,320,320,9,9,99,99,2014
17,1705,11,2014,7,7,17,1705,999,999,9,9,320,320,9,9,99,99,2014
1,102,11,2014,22,10,1,101,999,999,9,9,320,320,9,9,83,99,2014
1,101,11,2014,14,10,1,108,999,999,9,9,320,320,9,9,71,99,2014
18,1804,11,2014,30,7,18,1804,999,999,9,9,320,320,9,1,99,99,2014
9,920,11,2014,14,10,9,920,999,999,9,9,320,320,9,9,21,26,2014
19,1901,11,2014,6,8,20,2001,999,999,9,9,320,320,9,9,99,99,2014
18,1801,11,2014,15,10,18,1801,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,12,2,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,11,3,1,101,999,999,9,9,320,320,9,9,99,23,2014
1,101,11,2014,21,8,6,609,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,31,7,1,101,999,999,9,9,320,320,1,9,99,99,2014
1,101,11,2014,11,7,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,1,10,1,106,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,7,8,1,101,999,999,9,9,320,320,9,1,99,99,2014
1,101,11,2014,11,9,14,1420,999,999,9,9,320,320,9,9,99,99,2014
15,1508,11,2014,31,7,15,1508,999,999,9,9,320,320,9,9,99,99,2014
22,2215,11,2014,9,10,22,2215,999,999,9,9,320,320,9,9,61,99,2014
1,101,11,2014,28,7,1,108,999,999,9,9,320,320,9,9,35,23,2014
6,609,11,2014,6,10,6,609,999,999,9,9,320,320,9,9,99,99,2014
15,1503,11,2014,8,8,15,1503,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,7,4,6,603,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,9,7,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,28,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,1,10,1,101,999,999,9,9,320,320,9,9,35,41,2014
14,1401,11,2014,7,7,14,1401,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,6,8,1,101,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,22,9,1,101,999,999,9,9,320,320,9,9,72,99,2014
1,101,11,2014,12,6,1,115,999,999,9,9,320,320,9,9,99,99,2014
1,101,11,2014,22,5,1,101,999,999,9,9,320,320,9,9,99,99,2014
